c FILE: v100_d10.dat

p edge 100 495
e 1 2
e 1 16
e 1 62
e 2 3
e 2 9
e 2 36
e 2 53
e 2 61
e 2 69
e 2 80
e 2 87
e 3 4
e 3 10
e 3 12
e 3 13
e 3 18
e 3 32
e 3 39
e 3 67
e 3 95
e 4 5
e 4 28
e 4 44
e 4 60
e 4 62
e 4 70
e 4 71
e 4 85
e 4 99
e 5 6
e 5 9
e 5 15
e 5 19
e 5 55
e 6 7
e 6 28
e 6 31
e 6 37
e 6 56
e 6 59
e 6 66
e 6 79
e 6 83
e 6 98
e 7 8
e 7 17
e 7 25
e 7 31
e 7 34
e 7 53
e 7 54
e 7 89
e 7 90
e 8 9
e 8 18
e 8 29
e 8 31
e 8 33
e 8 61
e 8 88
e 8 92
e 9 10
e 9 12
e 9 14
e 9 17
e 9 21
e 9 22
e 9 24
e 9 27
e 9 28
e 9 37
e 9 55
e 9 56
e 9 70
e 9 73
e 9 79
e 9 82
e 9 86
e 9 90
e 9 91
e 9 96
e 10 11
e 10 27
e 10 38
e 10 44
e 10 47
e 10 48
e 10 50
e 10 63
e 10 90
e 10 98
e 11 12
e 11 19
e 11 32
e 11 36
e 11 41
e 11 53
e 11 67
e 11 88
e 12 13
e 12 27
e 12 30
e 12 49
e 12 53
e 12 57
e 12 64
e 12 66
e 12 71
e 12 80
e 12 90
e 12 94
e 13 14
e 13 24
e 13 30
e 13 31
e 13 83
e 13 93
e 13 96
e 13 100
e 14 15
e 14 28
e 14 33
e 14 48
e 14 53
e 14 62
e 14 78
e 14 92
e 15 16
e 15 47
e 15 61
e 15 77
e 15 78
e 16 17
e 16 40
e 16 83
e 16 86
e 17 18
e 17 28
e 17 33
e 17 48
e 17 53
e 18 19
e 18 20
e 18 28
e 18 36
e 18 63
e 18 65
e 18 72
e 18 79
e 18 86
e 18 89
e 18 91
e 19 20
e 19 27
e 19 34
e 19 59
e 19 63
e 19 70
e 19 89
e 19 99
e 20 21
e 20 27
e 20 29
e 20 35
e 20 37
e 20 46
e 20 68
e 20 70
e 20 80
e 20 90
e 20 99
e 21 22
e 21 32
e 21 39
e 21 43
e 21 52
e 21 54
e 21 68
e 21 72
e 21 80
e 21 90
e 22 23
e 22 25
e 22 28
e 22 58
e 22 67
e 23 24
e 23 29
e 23 41
e 23 43
e 23 57
e 23 58
e 23 64
e 23 73
e 23 99
e 24 25
e 24 37
e 24 49
e 24 56
e 24 58
e 24 68
e 24 74
e 24 88
e 25 26
e 25 27
e 25 37
e 25 56
e 25 57
e 25 63
e 25 67
e 25 71
e 25 76
e 25 78
e 26 27
e 26 30
e 26 50
e 26 52
e 26 84
e 26 91
e 27 28
e 27 30
e 27 35
e 27 36
e 27 41
e 27 57
e 27 72
e 27 79
e 27 95
e 27 98
e 27 100
e 28 29
e 28 37
e 28 43
e 28 45
e 28 53
e 28 67
e 28 72
e 28 78
e 28 95
e 28 98
e 29 30
e 29 31
e 29 40
e 29 59
e 29 60
e 29 79
e 30 31
e 30 38
e 30 43
e 31 32
e 31 69
e 31 86
e 32 33
e 32 37
e 32 45
e 32 65
e 32 73
e 33 34
e 33 36
e 33 69
e 33 93
e 33 94
e 33 99
e 34 35
e 34 57
e 34 60
e 34 62
e 34 80
e 34 91
e 35 36
e 35 63
e 35 67
e 35 82
e 36 37
e 36 55
e 36 59
e 36 96
e 37 38
e 37 39
e 37 58
e 37 72
e 37 80
e 37 96
e 38 39
e 38 40
e 38 43
e 38 59
e 38 64
e 39 40
e 39 55
e 39 91
e 40 41
e 40 48
e 40 59
e 40 67
e 40 74
e 40 80
e 41 42
e 41 45
e 41 68
e 41 70
e 41 72
e 41 73
e 41 77
e 42 43
e 42 71
e 43 44
e 43 58
e 43 59
e 43 71
