c FILE: v30_d30.dat

p edge 30 131
e 1 2
e 1 3
e 1 5
e 1 7
e 1 9
e 1 19
e 1 25
e 1 28
e 2 3
e 2 11
e 2 22
e 2 23
e 2 27
e 3 4
e 3 6
e 3 9
e 3 10
e 3 15
e 3 18
e 3 19
e 3 29
e 4 5
e 4 6
e 4 7
e 4 11
e 4 12
e 4 13
e 4 14
e 4 15
e 4 17
e 4 27
e 4 29
e 5 6
e 5 10
e 5 17
e 5 21
e 5 22
e 5 25
e 6 7
e 6 12
e 6 14
e 6 25
e 7 8
e 7 12
e 7 20
e 7 26
e 8 9
e 8 10
e 8 16
e 8 18
e 8 21
e 8 22
e 8 23
e 8 26
e 8 28
e 9 10
e 9 18
e 9 20
e 9 25
e 9 26
e 9 27
e 10 11
e 10 12
e 10 14
e 10 15
e 10 16
e 10 18
e 10 21
e 11 12
e 11 13
e 11 15
e 11 17
e 11 20
e 11 24
e 12 13
e 12 14
e 12 16
e 12 19
e 12 20
e 12 22
e 12 29
e 13 14
e 13 15
e 13 25
e 13 26
e 13 29
e 14 15
e 14 19
e 14 22
e 14 23
e 14 28
e 15 16
e 15 23
e 15 25
e 16 17
e 16 24
e 16 25
e 17 18
e 17 25
e 17 26
e 17 27
e 18 19
e 18 21
e 18 22
e 18 23
e 18 25
e 19 20
e 19 23
e 19 26
e 20 21
e 20 24
e 20 25
e 21 22
e 21 24
e 21 26
e 21 30
e 22 23
e 22 27
e 22 30
e 23 24
e 23 29
e 24 25
e 24 29
e 25 26
e 25 28
e 26 27
e 26 30
e 27 28
e 27 29
e 28 29
e 29 30
