c FILE: v100_d5.dat

p edge 100 248
e 1 2
e 1 40
e 1 45
e 2 3
e 2 64
e 3 4
e 3 28
e 3 61
e 3 62
e 3 81
e 4 5
e 4 66
e 4 74
e 4 78
e 4 93
e 5 6
e 5 54
e 5 72
e 6 7
e 6 13
e 6 39
e 6 54
e 6 94
e 7 8
e 7 18
e 7 24
e 8 9
e 8 56
e 9 10
e 9 37
e 9 49
e 9 65
e 9 68
e 9 90
e 10 11
e 10 20
e 10 32
e 10 49
e 10 71
e 11 12
e 11 13
e 11 42
e 11 73
e 11 84
e 12 13
e 12 36
e 12 65
e 13 14
e 13 16
e 14 15
e 14 24
e 14 58
e 14 71
e 15 16
e 15 74
e 15 77
e 16 17
e 16 41
e 16 80
e 17 18
e 17 57
e 17 79
e 17 94
e 17 96
e 18 19
e 18 58
e 19 20
e 19 42
e 19 54
e 20 21
e 20 33
e 20 96
e 20 99
e 21 22
e 21 23
e 21 65
e 21 99
e 22 23
e 22 63
e 23 24
e 23 54
e 24 25
e 24 57
e 24 81
e 25 26
e 25 98
e 26 27
e 26 31
e 26 60
e 27 28
e 27 32
e 27 36
e 27 86
e 28 29
e 28 38
e 28 81
e 29 30
e 29 45
e 29 82
e 30 31
e 30 35
e 30 95
e 31 32
e 31 56
e 32 33
e 32 50
e 32 68
e 33 34
e 33 50
e 33 59
e 33 69
e 33 77
e 34 35
e 35 36
e 35 54
e 35 78
e 35 98
e 36 37
e 36 70
e 36 86
e 37 38
e 37 67
e 38 39
e 38 77
e 38 78
e 39 40
e 39 43
e 39 90
e 40 41
e 40 94
e 40 96
e 41 42
e 41 47
e 41 95
e 42 43
e 42 65
e 43 44
e 43 51
e 43 52
e 43 71
e 44 45
e 45 46
e 45 51
e 45 56
e 46 47
e 46 52
e 46 55
e 47 48
e 47 82
e 47 97
e 48 49
e 48 56
e 48 82
e 48 90
e 48 91
e 49 50
e 49 80
e 49 97
e 50 51
e 50 94
e 51 52
e 51 77
e 51 84
e 52 53
e 52 54
e 52 55
e 52 58
e 52 74
e 52 87
e 53 54
e 53 86
e 53 87
e 54 55
e 54 75
e 55 56
e 56 57
e 57 58
e 57 78
e 58 59
e 58 85
e 59 60
e 59 81
e 60 61
e 61 62
e 62 63
e 62 72
e 62 74
e 62 88
e 63 64
e 63 74
e 63 82
e 63 98
e 64 65
e 64 71
e 64 93
e 65 66
e 65 71
e 65 85
e 65 91
e 66 67
e 66 81
e 66 100
e 67 68
e 67 75
e 67 91
e 68 69
e 69 70
e 69 77
e 70 71
e 70 87
e 71 72
e 72 73
e 73 74
e 74 75
e 74 94
e 75 76
e 75 89
e 75 92
e 76 77
e 76 89
e 77 78
e 77 92
e 78 79
e 79 80
e 80 81
e 80 90
e 80 98
e 81 82
e 82 83
e 82 99
e 83 84
e 84 85
e 84 97
e 85 86
e 86 87
e 87 88
e 88 89
e 89 90
e 90 91
e 91 92
e 92 93
e 93 94
e 94 95
e 95 96
e 96 97
e 97 98
e 98 99
e 99 100
