c FILE: v200_d10.dat

p edge 200 1990
e 1 2
e 1 4
e 1 45
e 1 49
e 1 56
e 1 76
e 1 108
e 1 114
e 1 135
e 1 191
e 2 3
e 2 4
e 2 21
e 2 42
e 2 46
e 2 69
e 2 72
e 2 79
e 2 118
e 2 121
e 2 134
e 2 135
e 2 139
e 2 142
e 2 155
e 2 189
e 3 4
e 3 12
e 3 16
e 3 24
e 3 32
e 3 51
e 3 59
e 3 60
e 3 76
e 3 94
e 3 102
e 3 107
e 3 116
e 3 138
e 3 142
e 3 160
e 3 180
e 3 182
e 3 196
e 4 5
e 4 13
e 4 38
e 4 59
e 4 66
e 4 84
e 4 86
e 4 131
e 4 136
e 4 146
e 4 174
e 4 180
e 4 186
e 4 199
e 5 6
e 5 30
e 5 59
e 5 67
e 5 70
e 5 79
e 5 90
e 5 110
e 5 118
e 5 136
e 5 140
e 5 158
e 5 167
e 5 192
e 6 7
e 6 9
e 6 17
e 6 30
e 6 60
e 6 68
e 6 72
e 6 84
e 6 88
e 6 89
e 6 104
e 6 113
e 6 118
e 6 124
e 6 125
e 6 129
e 6 139
e 6 150
e 6 153
e 6 154
e 6 169
e 6 171
e 6 176
e 6 184
e 6 199
e 7 8
e 7 14
e 7 18
e 7 30
e 7 31
e 7 36
e 7 60
e 7 65
e 7 94
e 7 122
e 7 127
e 7 128
e 7 138
e 7 152
e 7 161
e 7 191
e 8 9
e 8 12
e 8 17
e 8 22
e 8 23
e 8 43
e 8 58
e 8 67
e 8 76
e 8 78
e 8 107
e 8 124
e 8 141
e 8 150
e 8 166
e 8 175
e 8 176
e 8 184
e 8 189
e 9 10
e 9 13
e 9 28
e 9 38
e 9 50
e 9 86
e 9 87
e 9 96
e 9 99
e 9 121
e 9 122
e 9 127
e 9 130
e 9 132
e 9 151
e 9 153
e 9 155
e 9 169
e 10 11
e 10 20
e 10 26
e 10 27
e 10 31
e 10 54
e 10 64
e 10 69
e 10 72
e 10 75
e 10 89
e 10 94
e 10 101
e 10 110
e 10 117
e 10 120
e 10 136
e 10 144
e 10 145
e 10 158
e 10 163
e 10 175
e 10 184
e 10 195
e 11 12
e 11 63
e 11 67
e 11 95
e 11 98
e 11 103
e 11 104
e 11 111
e 11 122
e 11 124
e 11 133
e 11 137
e 11 142
e 11 144
e 11 151
e 11 166
e 11 183
e 11 186
e 11 188
e 11 190
e 11 194
e 12 13
e 12 16
e 12 25
e 12 26
e 12 40
e 12 49
e 12 58
e 12 75
e 12 80
e 12 148
e 12 164
e 12 169
e 12 175
e 12 176
e 12 179
e 12 181
e 12 185
e 12 187
e 13 14
e 13 20
e 13 30
e 13 32
e 13 35
e 13 62
e 13 85
e 13 89
e 13 100
e 13 102
e 13 116
e 13 172
e 13 184
e 14 15
e 14 28
e 14 59
e 14 69
e 14 72
e 14 76
e 14 78
e 14 128
e 14 137
e 14 150
e 14 152
e 14 166
e 14 181
e 14 184
e 14 198
e 15 16
e 15 23
e 15 26
e 15 36
e 15 37
e 15 73
e 15 86
e 15 110
e 15 115
e 15 120
e 15 122
e 15 125
e 15 141
e 15 154
e 15 193
e 16 17
e 16 32
e 16 60
e 16 62
e 16 76
e 16 88
e 16 89
e 16 109
e 16 118
e 16 120
e 16 125
e 16 150
e 16 165
e 16 183
e 17 18
e 17 19
e 17 32
e 17 35
e 17 41
e 17 58
e 17 63
e 17 72
e 17 80
e 17 81
