c FILE: v70_d20.dat

p edge 70 483
e 1 2
e 1 8
e 1 13
e 1 46
e 1 56
e 1 58
e 1 67
e 2 3
e 2 11
e 2 45
e 2 51
e 2 55
e 2 58
e 2 60
e 3 4
e 3 6
e 3 18
e 3 23
e 3 25
e 3 40
e 3 43
e 3 48
e 3 60
e 3 61
e 3 62
e 4 5
e 4 13
e 4 19
e 4 20
e 4 23
e 4 27
e 4 28
e 4 35
e 4 36
e 4 37
e 4 44
e 4 48
e 4 49
e 4 57
e 4 58
e 5 6
e 5 13
e 5 16
e 5 40
e 5 45
e 5 56
e 5 58
e 5 64
e 6 7
e 6 8
e 6 9
e 6 12
e 6 20
e 6 22
e 6 42
e 6 45
e 6 52
e 6 54
e 6 59
e 6 65
e 7 8
e 7 12
e 7 13
e 7 18
e 7 24
e 7 25
e 7 30
e 7 39
e 7 43
e 7 49
e 8 9
e 8 12
e 8 20
e 8 28
e 8 39
e 8 47
e 8 49
e 8 51
e 8 56
e 8 64
e 8 65
e 8 70
e 9 10
e 9 12
e 9 20
e 9 22
e 9 24
e 9 35
e 9 59
e 9 66
e 10 11
e 10 12
e 10 31
e 10 35
e 10 38
e 10 47
e 10 64
e 10 67
e 10 68
e 11 12
e 11 15
e 11 22
e 11 34
e 11 43
e 11 45
e 11 47
e 11 55
e 11 57
e 11 58
e 11 60
e 11 67
e 11 68
e 11 70
e 12 13
e 12 14
e 12 19
e 12 27
e 12 34
e 12 36
e 12 41
e 12 47
e 12 58
e 12 63
e 12 64
e 13 14
e 13 18
e 13 29
e 13 52
e 13 58
e 13 61
e 13 62
e 13 66
e 14 15
e 14 16
e 14 17
e 14 19
e 14 20
e 14 25
e 14 30
e 14 31
e 14 39
e 14 44
e 14 50
e 14 53
e 14 60
e 14 64
e 15 16
e 15 28
e 15 32
e 15 33
e 15 50
e 15 56
e 15 65
e 16 17
e 16 22
e 16 27
e 16 32
e 16 37
e 16 39
e 16 40
e 16 43
e 16 57
e 16 59
e 16 66
