c FILE: v200_d20.dat

p edge 200 3980
e 1 2
e 1 4
e 1 5
e 1 14
e 1 16
e 1 17
e 1 26
e 1 27
e 1 35
e 1 45
e 1 51
e 1 55
e 1 60
e 1 68
e 1 117
e 1 139
e 1 141
e 1 193
e 2 3
e 2 5
e 2 11
e 2 12
e 2 14
e 2 16
e 2 23
e 2 34
e 2 37
e 2 41
e 2 45
e 2 63
e 2 73
e 2 76
e 2 77
e 2 80
e 2 81
e 2 86
e 2 89
e 2 92
e 2 95
e 2 101
e 2 102
e 2 108
e 2 112
e 2 119
e 2 125
e 2 127
e 2 131
e 2 133
e 2 134
e 2 139
e 2 147
e 2 148
e 2 150
e 2 157
e 2 163
e 2 173
e 2 175
e 2 178
e 2 182
e 2 186
e 3 4
e 3 9
e 3 13
e 3 15
e 3 21
e 3 22
e 3 31
e 3 40
e 3 41
e 3 42
e 3 47
e 3 48
e 3 54
e 3 57
e 3 67
e 3 75
e 3 76
e 3 82
e 3 84
e 3 85
e 3 89
e 3 94
e 3 95
e 3 112
e 3 118
e 3 125
e 3 128
e 3 133
e 3 136
e 3 143
e 3 145
e 3 153
e 3 159
e 3 161
e 3 163
e 3 176
e 3 182
e 3 191
e 4 5
e 4 12
e 4 24
e 4 25
e 4 26
e 4 35
e 4 41
e 4 46
e 4 47
e 4 53
e 4 57
e 4 60
e 4 61
e 4 62
e 4 71
e 4 76
e 4 94
e 4 95
e 4 96
e 4 99
e 4 108
e 4 130
e 4 138
e 4 140
e 4 144
e 4 150
e 4 151
e 4 152
e 4 162
e 4 163
e 4 178
e 4 182
e 4 196
e 4 199
e 5 6
e 5 9
e 5 11
e 5 15
e 5 18
e 5 20
e 5 26
e 5 27
e 5 37
e 5 43
e 5 45
e 5 46
e 5 50
e 5 53
e 5 59
e 5 63
e 5 65
e 5 68
e 5 70
e 5 78
e 5 85
e 5 88
e 5 96
e 5 97
e 5 105
e 5 113
e 5 114
e 5 115
e 5 116
e 5 120
e 5 122
e 5 130
e 5 135
e 5 141
e 5 145
e 5 146
e 5 151
e 5 152
e 5 163
e 5 165
e 5 174
e 5 179
e 5 181
e 5 183
e 5 184
e 5 193
e 5 194
e 6 7
e 6 21
e 6 24
e 6 28
e 6 33
e 6 34
e 6 48
e 6 49
e 6 62
e 6 67
e 6 75
e 6 78
e 6 80
e 6 83
e 6 84
e 6 88
e 6 99
e 6 102
e 6 107
e 6 110
e 6 111
e 6 120
e 6 139
e 6 149
e 6 155
e 6 166
e 6 169
e 6 184
e 6 186
e 6 191
e 6 195
e 6 199
e 7 8
e 7 22
e 7 24
e 7 27
e 7 30
e 7 31
e 7 45
e 7 54
e 7 57
e 7 58
e 7 75
e 7 78
e 7 81
e 7 87
e 7 91
e 7 98
e 7 108
e 7 113
e 7 119
e 7 122
e 7 123
e 7 125
e 7 138
e 7 139
e 7 145
e 7 146
e 7 151
e 7 153
e 7 160
e 7 170
e 7 171
e 7 180
e 7 184
e 7 192
e 8 9
e 8 10
e 8 14
e 8 18
e 8 20
e 8 23
e 8 31
e 8 33
