c FILE: v120_d50.dat

p edge 120 3570
e 1 2
e 1 3
e 1 4
e 1 6
e 1 10
e 1 11
e 1 13
e 1 15
e 1 26
e 1 29
e 1 30
e 1 34
e 1 35
e 1 37
e 1 38
e 1 47
e 1 49
e 1 52
e 1 56
e 1 60
e 1 65
e 1 67
e 1 71
e 1 72
e 1 73
e 1 81
e 1 82
e 1 84
e 1 88
e 1 89
e 1 91
e 1 95
e 1 96
e 1 98
e 1 101
e 1 103
e 1 104
e 1 106
e 1 107
e 1 108
e 1 111
e 2 3
e 2 4
e 2 5
e 2 7
e 2 8
e 2 10
e 2 12
e 2 14
e 2 16
e 2 19
e 2 20
e 2 22
e 2 23
e 2 24
e 2 26
e 2 29
e 2 30
e 2 34
e 2 36
e 2 37
e 2 38
e 2 40
e 2 41
e 2 47
e 2 48
e 2 49
e 2 50
e 2 52
e 2 58
e 2 59
e 2 60
e 2 63
e 2 64
e 2 65
e 2 66
e 2 68
e 2 70
e 2 72
e 2 74
e 2 76
e 2 79
e 2 80
e 2 82
e 2 83
e 2 84
e 2 86
e 2 87
e 2 88
e 2 89
e 2 91
e 2 94
e 2 99
e 2 104
e 2 106
e 2 107
e 2 108
e 2 110
e 2 111
e 2 112
e 2 116
e 2 119
e 2 120
e 3 4
e 3 5
e 3 6
e 3 11
e 3 13
e 3 14
e 3 15
e 3 17
e 3 18
e 3 19
e 3 24
e 3 26
e 3 29
e 3 31
e 3 32
e 3 34
e 3 38
e 3 39
e 3 40
e 3 42
e 3 47
e 3 48
e 3 50
e 3 53
e 3 54
e 3 55
e 3 57
e 3 58
e 3 59
e 3 67
e 3 68
e 3 69
e 3 70
e 3 71
e 3 72
e 3 73
e 3 76
e 3 80
e 3 81
e 3 82
e 3 83
e 3 85
e 3 89
e 3 90
e 3 92
e 3 93
e 3 98
e 3 100
e 3 101
e 3 103
e 3 105
e 3 108
e 3 109
e 3 110
e 3 115
e 3 119
e 4 5
e 4 6
e 4 8
e 4 10
e 4 13
e 4 16
e 4 17
e 4 18
e 4 19
e 4 20
e 4 21
e 4 22
e 4 23
e 4 24
e 4 25
e 4 26
e 4 28
e 4 35
e 4 36
e 4 39
e 4 41
e 4 44
e 4 46
e 4 47
e 4 48
e 4 49
e 4 50
e 4 51
e 4 55
e 4 57
e 4 58
e 4 59
e 4 62
e 4 63
e 4 65
e 4 69
e 4 70
e 4 73
e 4 74
e 4 76
e 4 77
e 4 80
e 4 81
e 4 82
e 4 83
e 4 84
e 4 85
e 4 87
e 4 88
e 4 89
e 4 90
e 4 91
e 4 92
e 4 94
e 4 97
e 4 98
e 4 99
e 4 102
e 4 104
e 4 105
e 4 110
e 4 111
e 4 113
e 4 115
e 4 119
e 4 120
e 5 6
e 5 8
e 5 9
e 5 10
e 5 11
e 5 12
e 5 13
e 5 17
e 5 18
e 5 19
e 5 20
e 5 23
e 5 24
e 5 26
e 5 28
e 5 30
e 5 31
e 5 34
e 5 35
e 5 37
e 5 38
e 5 41
e 5 42
e 5 47
e 5 53
e 5 54
e 5 55
e 5 56
e 5 57
e 5 58
e 5 60
e 5 61
e 5 62
e 5 64
e 5 65
e 5 66
e 5 70
e 5 73
e 5 76
e 5 78
e 5 80
e 5 81
e 5 87
e 5 88
e 5 90
e 5 92
e 5 93
e 5 94
e 5 95
e 5 101
e 5 102
e 5 103
e 5 107
e 5 109
e 5 110
e 5 111
e 5 113
e 5 114
e 5 115
e 5 116
e 5 118
e 5 120
e 6 7
e 6 8
e 6 13
e 6 14
e 6 15
e 6 16
e 6 19
e 6 20
e 6 21
e 6 23
e 6 25
e 6 27
e 6 28
e 6 36
e 6 41
e 6 43
e 6 44
e 6 45
e 6 47
e 6 49
e 6 51
e 6 52
e 6 56
e 6 60
e 6 61
e 6 65
e 6 67
e 6 68
e 6 70
e 6 71
e 6 74
e 6 75
e 6 81
e 6 85
e 6 86
e 6 87
e 6 89
e 6 90
e 6 92
e 6 95
e 6 97
e 6 101
e 6 103
e 6 112
e 6 113
e 6 117
e 6 119
e 7 8
e 7 11
e 7 12
e 7 13
e 7 14
e 7 15
e 7 18
e 7 20
e 7 21
e 7 22
e 7 24
e 7 25
e 7 28
e 7 35
e 7 37
e 7 39
e 7 41
e 7 43
e 7 45
e 7 46
e 7 48
e 7 49
e 7 52
e 7 53
e 7 56
e 7 57
e 7 61
e 7 62
e 7 64
e 7 66
e 7 68
e 7 69
e 7 70
e 7 72
e 7 74
e 7 75
e 7 77
e 7 78
e 7 80
e 7 82
e 7 84
e 7 88
e 7 91
e 7 92
e 7 93
e 7 94
e 7 95
e 7 96
e 7 97
e 7 98
e 7 99
e 7 101
e 7 103
e 7 109
e 7 110
e 7 113
e 7 115
e 7 116
e 7 118
e 7 119
e 8 9
e 8 13
e 8 14
e 8 16
e 8 17
e 8 18
e 8 19
e 8 20
e 8 22
e 8 25
e 8 26
e 8 30
e 8 31
e 8 34
e 8 36
e 8 38
e 8 39
e 8 40
e 8 41
e 8 42
e 8 45
e 8 46
e 8 48
e 8 49
e 8 50
e 8 52
e 8 53
e 8 58
e 8 60
e 8 61
e 8 62
e 8 63
e 8 65
e 8 67
e 8 70
e 8 71
e 8 72
e 8 73
e 8 74
e 8 75
e 8 79
e 8 82
e 8 85
e 8 86
e 8 87
e 8 90
e 8 91
e 8 92
e 8 93
e 8 94
e 8 98
e 8 99
e 8 103
e 8 105
e 8 111
e 8 112
e 8 114
e 8 115
e 8 117
e 8 118
e 9 10
e 9 13
e 9 16
e 9 17
e 9 19
e 9 21
e 9 25
e 9 26
e 9 29
e 9 31
e 9 36
e 9 37
e 9 38
e 9 40
e 9 43
e 9 44
e 9 48
e 9 49
e 9 50
e 9 52
e 9 53
e 9 55
e 9 56
e 9 58
e 9 60
e 9 61
e 9 63
e 9 68
e 9 69
e 9 74
e 9 75
e 9 77
e 9 78
e 9 79
e 9 80
e 9 83
e 9 85
e 9 86
e 9 87
e 9 93
e 9 94
e 9 96
e 9 97
e 9 98
e 9 102
e 9 104
e 9 105
e 9 106
e 9 108
e 9 109
e 9 110
e 9 114
e 9 115
e 9 118
e 10 11
e 10 14
e 10 15
e 10 16
e 10 17
e 10 18
e 10 21
e 10 23
e 10 24
e 10 25
e 10 26
e 10 27
e 10 29
e 10 30
e 10 33
e 10 34
e 10 35
e 10 38
e 10 39
e 10 40
e 10 41
e 10 42
e 10 50
e 10 51
e 10 52
e 10 54
e 10 57
e 10 62
e 10 67
e 10 68
e 10 69
e 10 71
e 10 76
e 10 78
e 10 79
e 10 80
e 10 82
e 10 91
e 10 94
e 10 100
e 10 101
e 10 102
e 10 103
e 10 104
e 10 105
e 10 113
e 10 117
e 10 118
e 10 119
e 11 12
e 11 15
e 11 16
e 11 18
e 11 20
e 11 23
e 11 25
e 11 26
e 11 29
e 11 35
e 11 36
e 11 38
e 11 39
e 11 41
e 11 42
e 11 43
e 11 48
e 11 49
e 11 50
e 11 53
e 11 55
e 11 56
e 11 57
e 11 60
e 11 62
e 11 67
e 11 69
e 11 70
e 11 74
e 11 77
e 11 78
e 11 80
e 11 81
e 11 86
e 11 90
e 11 93
e 11 94
e 11 96
e 11 97
e 11 98
e 11 99
e 11 103
e 11 105
e 11 106
e 11 109
e 11 112
e 11 113
e 11 115
e 11 117
e 11 119
e 12 13
e 12 18
e 12 20
e 12 21
e 12 23
e 12 31
e 12 34
e 12 37
e 12 39
e 12 40
e 12 43
e 12 45
e 12 46
e 12 47
e 12 55
e 12 56
e 12 60
e 12 63
e 12 65
e 12 66
e 12 68
e 12 72
e 12 77
e 12 78
e 12 79
e 12 82
e 12 83
e 12 85
e 12 88
e 12 89
e 12 91
e 12 92
e 12 93
e 12 95
e 12 101
e 12 102
e 12 103
e 12 109
e 12 110
e 12 112
e 12 114
e 12 117
e 13 14
e 13 15
e 13 17
e 13 19
e 13 20
e 13 21
e 13 25
e 13 27
e 13 29
e 13 32
e 13 35
e 13 37
e 13 40
e 13 42
e 13 43
e 13 46
e 13 53
e 13 54
e 13 55
e 13 57
e 13 60
e 13 63
e 13 69
e 13 71
e 13 72
e 13 74
e 13 78
e 13 79
e 13 80
e 13 81
e 13 86
e 13 88
e 13 89
e 13 90
e 13 93
e 13 94
e 13 97
e 13 98
e 13 100
e 13 103
e 13 105
e 13 107
e 13 110
e 13 111
e 13 114
e 13 115
e 13 116
e 13 118
e 13 119
e 13 120
e 14 15
e 14 18
e 14 21
e 14 23
e 14 24
e 14 26
e 14 27
e 14 28
e 14 32
e 14 34
e 14 35
e 14 41
e 14 42
e 14 46
e 14 48
e 14 49
e 14 51
e 14 52
e 14 53
e 14 56
e 14 60
e 14 61
e 14 66
e 14 69
e 14 71
e 14 72
e 14 75
e 14 76
e 14 77
e 14 80
e 14 81
e 14 83
e 14 85
e 14 87
e 14 88
e 14 90
e 14 94
e 14 95
e 14 96
e 14 99
e 14 102
e 14 103
e 14 104
e 14 110
e 14 111
e 14 113
e 14 114
e 14 116
e 14 118
e 14 119
e 15 16
e 15 20
e 15 21
e 15 22
e 15 27
e 15 30
e 15 37
e 15 38
e 15 40
e 15 41
e 15 42
e 15 47
e 15 49
e 15 51
e 15 53
e 15 58
e 15 59
e 15 60
e 15 61
e 15 63
e 15 65
e 15 66
e 15 67
e 15 68
e 15 71
e 15 72
e 15 83
e 15 84
e 15 85
e 15 86
e 15 87
e 15 89
e 15 90
e 15 92
e 15 95
e 15 96
e 15 99
e 15 100
e 15 101
e 15 103
e 15 105
e 15 107
e 15 110
e 15 111
e 15 112
e 15 115
e 15 118
e 15 119
e 16 17
e 16 21
e 16 24
e 16 28
e 16 29
e 16 31
e 16 32
e 16 36
e 16 37
e 16 41
e 16 45
e 16 46
e 16 48
e 16 49
e 16 50
e 16 53
e 16 54
e 16 58
e 16 66
e 16 68
e 16 70
e 16 71
e 16 73
e 16 75
e 16 76
e 16 77
e 16 78
e 16 79
e 16 80
e 16 83
e 16 84
e 16 87
e 16 89
e 16 91
e 16 93
e 16 100
e 16 104
e 16 106
e 16 108
e 16 110
e 16 112
e 16 113
e 16 116
e 16 117
e 17 18
e 17 19
e 17 21
e 17 25
e 17 27
e 17 28
e 17 29
e 17 33
e 17 34
e 17 36
e 17 38
e 17 42
e 17 43
e 17 44
e 17 47
e 17 48
e 17 49
e 17 51
e 17 54
e 17 56
e 17 57
e 17 59
e 17 64
e 17 66
e 17 68
e 17 69
e 17 74
e 17 75
e 17 77
e 17 78
e 17 82
e 17 84
e 17 85
e 17 87
e 17 89
e 17 90
e 17 95
e 17 102
e 17 103
e 17 105
e 17 106
e 17 107
e 17 109
e 17 110
e 17 111
e 17 112
e 17 114
e 17 116
e 17 117
e 17 119
e 18 19
e 18 20
e 18 22
e 18 23
e 18 24
e 18 25
e 18 26
e 18 28
e 18 33
e 18 34
e 18 36
e 18 39
e 18 42
e 18 43
e 18 47
e 18 48
e 18 49
e 18 50
e 18 51
e 18 52
e 18 53
e 18 54
e 18 56
e 18 58
e 18 60
e 18 61
e 18 62
e 18 63
e 18 65
e 18 66
e 18 67
e 18 68
e 18 69
e 18 71
e 18 73
e 18 74
e 18 75
e 18 76
e 18 84
e 18 87
e 18 89
e 18 90
e 18 92
e 18 93
e 18 94
