c FILE: v70_d30.dat

p edge 70 725
e 1 2
e 1 21
e 1 24
e 1 37
e 1 42
e 1 44
e 1 46
e 1 62
e 1 66
e 1 68
e 2 3
e 2 6
e 2 10
e 2 14
e 2 18
e 2 21
e 2 22
e 2 26
e 2 29
e 2 30
e 2 36
e 2 37
e 2 39
e 2 41
e 2 45
e 2 52
e 2 53
e 2 57
e 2 58
e 2 61
e 2 64
e 3 4
e 3 6
e 3 7
e 3 8
e 3 14
e 3 15
e 3 17
e 3 28
e 3 31
e 3 33
e 3 35
e 3 38
e 3 44
e 3 49
e 3 53
e 3 54
e 3 56
e 3 58
e 3 61
e 3 64
e 3 65
e 4 5
e 4 6
e 4 7
e 4 8
e 4 9
e 4 10
e 4 13
e 4 17
e 4 19
e 4 20
e 4 25
e 4 28
e 4 34
e 4 39
e 4 45
e 4 52
e 4 54
e 4 56
e 4 57
e 4 60
e 4 69
e 4 70
e 5 6
e 5 8
e 5 15
e 5 17
e 5 28
e 5 33
e 5 34
e 5 38
e 5 41
e 5 44
e 5 45
e 5 46
e 5 47
e 5 49
e 5 62
e 5 64
e 5 67
e 5 70
e 6 7
e 6 10
e 6 11
e 6 12
e 6 13
e 6 20
e 6 26
e 6 29
e 6 34
e 6 39
e 6 48
e 6 54
e 6 62
e 7 8
e 7 11
e 7 12
e 7 17
e 7 22
e 7 24
e 7 28
e 7 29
e 7 31
e 7 39
e 7 53
e 7 57
e 7 59
e 7 60
e 7 62
e 7 64
e 7 67
e 7 69
e 8 9
e 8 11
e 8 13
e 8 14
e 8 17
e 8 21
e 8 24
e 8 26
e 8 32
e 8 35
e 8 44
e 8 46
e 8 47
e 8 49
e 8 51
e 8 54
e 8 58
e 8 60
e 8 61
e 8 62
e 8 65
e 9 10
e 9 13
e 9 15
e 9 19
e 9 21
e 9 24
e 9 25
e 9 28
e 9 36
e 9 38
e 9 39
e 9 50
e 9 54
e 9 58
e 9 63
e 9 70
e 10 11
e 10 12
e 10 14
e 10 16
e 10 18
e 10 23
e 10 28
e 10 32
e 10 33
e 10 34
e 10 37
e 10 43
e 10 45
e 10 46
e 10 47
e 10 48
e 10 52
e 10 58
e 11 12
e 11 13
e 11 17
e 11 21
e 11 26
e 11 29
e 11 31
e 11 35
e 11 37
e 11 40
e 11 43
e 11 44
e 11 52
e 11 56
e 11 61
e 11 64
e 11 65
e 11 66
e 11 69
e 12 13
e 12 21
e 12 23
e 12 26
e 12 28
e 12 29
e 12 41
e 12 45
e 12 57
e 12 58
e 12 59
e 12 61
e 12 65
e 13 14
e 13 15
e 13 21
e 13 23
e 13 24
e 13 26
e 13 35
e 13 37
e 13 40
e 13 47
e 13 49
e 13 52
e 13 54
e 13 58
e 13 59
e 14 15
e 14 16
e 14 17
e 14 22
e 14 24
e 14 26
e 14 30
e 14 32
e 14 33
e 14 35
e 14 37
e 14 40
e 14 41
e 14 45
e 14 46
e 14 49
e 14 53
e 14 54
e 14 64
e 14 65
e 15 16
e 15 18
e 15 19
e 15 20
e 15 28
e 15 44
e 15 46
e 15 47
e 15 49
e 15 51
e 15 56
e 15 59
e 15 63
e 15 65
e 16 17
e 16 19
e 16 23
e 16 27
e 16 30
e 16 31
e 16 32
e 16 38
e 16 42
e 16 48
e 16 50
e 16 53
e 16 54
e 16 57
e 16 62
e 16 64
e 16 65
e 16 68
e 17 18
e 17 19
e 17 23
e 17 25
e 17 32
e 17 33
e 17 34
e 17 37
e 17 39
e 17 44
e 17 49
e 17 51
e 17 55
e 17 61
e 17 64
e 17 66
e 17 69
e 18 19
e 18 20
e 18 22
e 18 23
e 18 27
e 18 28
e 18 29
e 18 37
