c FILE: v50_d20.dat

p edge 50 245
e 1 2
e 1 6
e 1 7
e 1 18
e 1 33
e 1 36
e 2 3
e 2 6
e 2 10
e 2 12
e 2 18
e 2 19
e 2 21
e 2 35
e 3 4
e 3 7
e 3 9
e 3 18
e 3 22
e 3 26
e 3 31
e 3 34
e 3 36
e 3 47
e 4 5
e 4 7
e 4 8
e 4 16
e 4 18
e 4 21
e 4 24
e 4 37
e 4 44
e 5 6
e 5 8
e 5 18
e 5 20
e 5 31
e 5 33
e 6 7
e 6 12
e 6 13
e 6 17
e 6 19
e 6 24
e 6 25
e 6 41
e 6 43
e 6 44
e 6 49
e 7 8
e 7 16
e 7 22
e 7 26
e 7 29
e 7 30
e 7 31
e 7 33
e 7 37
e 7 39
e 7 46
e 8 9
e 8 24
e 8 28
e 8 29
e 8 35
e 8 42
e 8 44
e 9 10
e 9 20
e 9 26
e 9 28
e 9 31
e 9 32
e 9 34
e 9 40
e 9 42
e 9 44
e 9 45
e 9 46
e 9 48
e 10 11
e 10 23
e 10 24
e 10 28
e 10 34
e 11 12
e 11 25
e 11 30
e 11 32
e 11 47
e 11 49
e 12 13
e 12 22
e 12 34
e 12 35
e 12 44
e 13 14
e 13 28
e 13 34
e 13 35
e 13 38
e 14 15
e 14 17
e 14 18
e 14 26
e 14 37
e 14 39
e 14 45
e 15 16
e 15 17
e 15 29
e 15 32
e 15 36
e 15 38
e 15 50
e 16 17
e 16 36
e 16 37
e 17 18
e 17 25
e 17 31
e 17 32
e 17 35
e 17 36
e 17 38
e 17 40
e 18 19
e 18 28
e 18 44
e 19 20
e 19 25
e 19 26
e 19 27
e 19 46
e 19 49
e 20 21
e 20 22
e 20 24
e 20 30
e 20 37
e 20 45
e 21 22
e 21 23
e 21 25
e 21 28
e 21 36
e 21 39
e 21 42
e 21 49
e 22 23
e 22 30
e 22 35
e 23 24
e 23 25
e 23 34
e 23 35
e 23 36
e 23 42
e 23 49
e 24 25
e 24 28
e 24 35
e 24 36
e 24 39
e 24 44
e 25 26
e 25 27
e 25 30
e 25 32
e 25 35
e 25 39
e 25 42
e 25 45
e 25 46
e 26 27
e 26 31
e 26 37
e 26 38
e 26 43
e 27 28
e 27 41
e 27 47
e 28 29
e 28 31
e 28 35
e 28 39
e 29 30
e 29 36
e 29 46
e 30 31
e 30 33
e 30 38
e 30 40
e 30 47
e 30 50
e 31 32
e 31 33
e 31 39
e 31 47
e 32 33
e 32 35
e 32 36
e 32 45
e 33 34
e 33 42
e 33 45
e 33 49
e 34 35
e 34 39
e 34 43
e 34 45
e 34 49
e 35 36
e 35 45
e 36 37
e 36 38
e 36 39
e 36 41
e 36 48
e 37 38
e 37 42
e 37 47
e 37 49
e 38 39
e 38 45
e 39 40
e 39 45
e 39 49
e 40 41
e 40 42
e 40 47
e 41 42
e 41 46
e 42 43
e 43 44
e 44 45
e 44 49
e 45 46
e 45 48
e 45 49
e 46 47
e 47 48
e 48 49
e 49 50
