c FILE: v100_d50.dat

p edge 100 2475
e 1 2
e 1 11
e 1 16
e 1 25
e 1 26
e 1 31
e 1 35
e 1 41
e 1 44
e 1 47
e 1 57
e 1 58
e 1 59
e 1 62
e 1 68
e 1 83
e 1 87
e 1 90
e 1 91
e 1 95
e 1 99
e 2 3
e 2 7
e 2 8
e 2 9
e 2 10
e 2 13
e 2 23
e 2 24
e 2 25
e 2 26
e 2 27
e 2 28
e 2 30
e 2 31
e 2 32
e 2 37
e 2 39
e 2 41
e 2 43
e 2 44
e 2 45
e 2 47
e 2 49
e 2 51
e 2 53
e 2 54
e 2 55
e 2 56
e 2 59
e 2 60
e 2 66
e 2 69
e 2 71
e 2 72
e 2 73
e 2 76
e 2 77
e 2 78
e 2 81
e 2 82
e 2 83
e 2 85
e 2 86
e 2 87
e 2 88
e 2 90
e 2 91
e 2 93
e 2 94
e 2 95
e 2 96
e 2 98
e 2 100
e 3 4
e 3 8
e 3 11
e 3 13
e 3 15
e 3 17
e 3 18
e 3 19
e 3 22
e 3 23
e 3 25
e 3 27
e 3 33
e 3 34
e 3 35
e 3 36
e 3 41
e 3 43
e 3 44
e 3 45
e 3 51
e 3 53
e 3 56
e 3 57
e 3 62
e 3 65
e 3 67
e 3 69
e 3 70
e 3 73
e 3 74
e 3 79
e 3 80
e 3 81
e 3 85
e 3 86
e 3 87
e 3 88
e 3 89
e 3 92
e 3 95
e 3 96
e 3 97
e 3 98
e 3 99
e 4 5
e 4 6
e 4 11
e 4 14
e 4 15
e 4 20
e 4 22
e 4 24
e 4 25
e 4 28
e 4 30
e 4 31
e 4 32
e 4 33
e 4 34
e 4 35
e 4 36
e 4 37
e 4 38
e 4 40
e 4 42
e 4 43
e 4 45
e 4 46
e 4 50
e 4 53
e 4 57
e 4 65
e 4 67
e 4 68
e 4 69
e 4 70
e 4 73
e 4 76
e 4 79
e 4 80
e 4 82
e 4 84
e 4 85
e 4 87
e 4 94
e 4 95
e 5 6
e 5 7
e 5 8
e 5 9
e 5 10
e 5 13
e 5 15
e 5 16
e 5 20
e 5 24
e 5 26
e 5 27
e 5 29
e 5 30
e 5 31
e 5 32
e 5 34
e 5 35
e 5 36
e 5 37
e 5 39
e 5 42
e 5 46
e 5 47
e 5 48
e 5 53
e 5 56
e 5 57
e 5 63
e 5 64
e 5 65
e 5 68
e 5 71
e 5 72
e 5 73
e 5 76
e 5 78
e 5 80
e 5 82
e 5 83
e 5 84
e 5 86
e 5 88
e 5 89
e 5 90
e 5 91
e 5 92
e 5 95
e 6 7
e 6 8
e 6 15
e 6 16
e 6 18
e 6 22
e 6 23
e 6 24
e 6 25
e 6 26
e 6 30
e 6 32
e 6 33
e 6 34
e 6 35
e 6 36
e 6 38
e 6 40
e 6 43
e 6 44
e 6 47
e 6 53
e 6 55
e 6 58
e 6 60
e 6 61
e 6 65
e 6 66
e 6 68
e 6 69
e 6 71
e 6 72
e 6 75
e 6 76
e 6 77
e 6 81
e 6 83
e 6 85
e 6 86
e 6 87
e 6 92
e 6 93
e 6 94
e 6 95
e 6 96
e 6 98
e 6 99
e 7 8
e 7 9
e 7 10
e 7 11
e 7 12
e 7 14
e 7 15
e 7 16
e 7 19
e 7 20
e 7 24
e 7 27
e 7 29
e 7 30
e 7 33
e 7 34
e 7 36
e 7 39
e 7 40
e 7 42
e 7 43
e 7 44
e 7 47
e 7 49
e 7 50
e 7 51
e 7 52
e 7 53
e 7 57
e 7 59
e 7 60
e 7 63
e 7 64
e 7 67
e 7 72
e 7 73
e 7 77
e 7 82
e 7 87
e 7 89
e 7 91
e 7 92
e 7 93
e 7 95
e 8 9
e 8 11
e 8 14
e 8 19
e 8 26
e 8 27
e 8 28
e 8 29
e 8 32
e 8 34
e 8 35
e 8 36
e 8 37
e 8 39
e 8 41
e 8 44
e 8 47
e 8 49
e 8 50
e 8 53
e 8 54
e 8 55
e 8 56
e 8 57
e 8 60
e 8 62
e 8 65
e 8 67
e 8 68
e 8 69
e 8 74
e 8 76
e 8 79
e 8 81
e 8 83
e 8 86
e 8 87
e 8 88
e 8 89
e 8 90
e 8 93
e 8 95
e 8 96
e 8 97
e 8 98
e 8 99
e 9 10
e 9 11
e 9 12
e 9 14
e 9 15
e 9 16
e 9 18
e 9 21
e 9 22
e 9 24
e 9 25
e 9 27
e 9 29
e 9 30
e 9 32
e 9 34
e 9 35
e 9 38
e 9 46
e 9 51
e 9 53
e 9 54
e 9 56
e 9 57
e 9 58
e 9 59
e 9 60
e 9 61
e 9 62
e 9 68
e 9 72
e 9 74
e 9 76
e 9 78
e 9 79
e 9 84
e 9 88
e 9 89
e 9 94
e 9 97
e 9 99
e 9 100
e 10 11
e 10 15
e 10 18
e 10 19
e 10 20
e 10 22
e 10 23
e 10 27
e 10 30
e 10 31
e 10 38
e 10 39
e 10 41
e 10 42
e 10 43
e 10 44
e 10 45
e 10 46
e 10 47
e 10 51
e 10 53
e 10 56
e 10 57
e 10 60
e 10 61
e 10 62
e 10 65
e 10 66
e 10 67
e 10 68
e 10 71
e 10 72
e 10 74
e 10 77
e 10 79
e 10 81
e 10 83
e 10 90
e 10 92
e 10 94
e 10 95
e 10 97
e 11 12
e 11 15
e 11 17
e 11 20
e 11 21
e 11 23
e 11 25
e 11 26
e 11 29
e 11 30
e 11 31
e 11 34
e 11 35
e 11 37
e 11 38
e 11 39
e 11 42
e 11 43
e 11 44
e 11 45
e 11 46
e 11 47
e 11 48
e 11 49
e 11 50
e 11 54
e 11 57
e 11 58
e 11 59
e 11 61
e 11 62
e 11 63
e 11 64
e 11 65
e 11 66
e 11 67
e 11 70
e 11 71
e 11 73
e 11 75
e 11 77
e 11 80
e 11 82
e 11 83
e 11 84
e 11 86
e 11 90
e 11 96
e 11 98
e 11 99
e 12 13
e 12 14
e 12 17
e 12 18
e 12 19
e 12 20
e 12 21
e 12 30
e 12 32
e 12 34
e 12 37
e 12 38
e 12 44
e 12 49
e 12 51
e 12 52
e 12 53
e 12 54
e 12 55
e 12 57
e 12 58
e 12 61
e 12 63
e 12 65
e 12 66
e 12 67
e 12 68
e 12 71
e 12 74
e 12 75
e 12 76
e 12 78
e 12 81
e 12 83
e 12 85
e 12 86
e 12 87
e 12 94
e 12 95
e 12 97
e 12 99
e 13 14
e 13 18
e 13 20
e 13 21
e 13 23
e 13 28
e 13 29
e 13 30
e 13 31
e 13 32
e 13 33
e 13 36
e 13 38
e 13 39
e 13 42
e 13 43
e 13 45
e 13 48
e 13 49
e 13 50
e 13 52
e 13 53
e 13 54
e 13 55
e 13 56
e 13 58
e 13 59
e 13 60
e 13 61
e 13 62
e 13 65
e 13 68
e 13 69
e 13 70
e 13 72
e 13 73
e 13 75
e 13 76
e 13 82
e 13 84
e 13 87
e 13 90
e 13 94
e 13 95
e 13 96
e 13 97
e 14 15
e 14 18
e 14 19
e 14 22
e 14 23
e 14 25
e 14 26
e 14 28
e 14 30
e 14 34
e 14 35
e 14 36
e 14 37
e 14 40
e 14 43
e 14 44
e 14 45
e 14 46
e 14 47
e 14 48
e 14 50
e 14 52
e 14 53
e 14 56
e 14 58
e 14 61
e 14 62
e 14 64
e 14 65
e 14 66
e 14 67
e 14 68
e 14 69
e 14 73
e 14 74
e 14 78
e 14 81
e 14 82
e 14 83
e 14 84
e 14 85
e 14 90
e 14 91
e 14 94
e 14 95
e 14 96
e 14 98
e 14 99
e 15 16
e 15 17
e 15 18
e 15 19
e 15 20
e 15 22
e 15 23
e 15 24
e 15 25
e 15 29
e 15 30
e 15 32
e 15 33
e 15 34
e 15 35
e 15 37
e 15 38
e 15 39
e 15 42
e 15 43
e 15 46
e 15 48
e 15 49
e 15 50
e 15 51
e 15 52
e 15 53
e 15 60
e 15 61
e 15 62
e 15 63
e 15 64
e 15 66
e 15 70
e 15 78
e 15 80
e 15 82
e 15 83
e 15 84
e 15 85
e 15 88
e 15 89
e 15 90
e 15 93
e 15 94
e 15 96
e 15 97
e 15 98
e 16 17
e 16 18
e 16 20
e 16 21
e 16 23
e 16 25
e 16 27
e 16 28
e 16 29
e 16 30
e 16 32
e 16 33
e 16 36
e 16 44
e 16 45
e 16 46
e 16 47
e 16 48
e 16 51
e 16 52
e 16 55
e 16 56
e 16 57
e 16 58
e 16 60
e 16 61
e 16 63
e 16 66
e 16 67
e 16 68
e 16 70
e 16 72
