c FILE: v150_d20.dat

p edge 150 2235
e 1 2
e 1 7
e 1 18
e 1 35
e 1 65
e 1 70
e 1 103
e 1 104
e 1 115
e 1 126
e 2 3
e 2 7
e 2 22
e 2 28
e 2 31
e 2 47
e 2 58
e 2 66
e 2 79
e 2 80
e 2 86
e 2 88
e 2 91
e 2 94
e 2 105
e 2 109
e 2 112
e 2 113
e 2 115
e 2 119
e 2 124
e 2 125
e 2 126
e 2 140
e 2 142
e 3 4
e 3 5
e 3 8
e 3 15
e 3 21
e 3 24
e 3 25
e 3 29
e 3 33
e 3 38
e 3 40
e 3 58
e 3 62
e 3 63
e 3 80
e 3 90
e 3 91
e 3 99
e 3 106
e 3 108
e 3 114
e 3 118
e 3 136
e 4 5
e 4 7
e 4 12
e 4 16
e 4 17
e 4 21
e 4 36
e 4 37
e 4 38
e 4 47
e 4 59
e 4 71
e 4 77
e 4 93
e 4 97
e 4 98
e 4 101
e 4 107
e 4 109
e 4 112
e 4 114
e 4 136
e 5 6
e 5 8
e 5 21
e 5 23
e 5 29
e 5 31
e 5 52
e 5 53
e 5 59
e 5 63
e 5 64
e 5 76
e 5 78
e 5 80
e 5 82
e 5 84
e 5 85
e 5 88
e 5 89
e 5 100
e 5 112
e 5 120
e 5 123
e 5 127
e 5 128
e 5 129
e 5 131
e 5 138
e 5 143
e 5 144
e 5 149
e 6 7
e 6 14
e 6 19
e 6 35
e 6 37
e 6 44
e 6 51
e 6 57
e 6 59
e 6 69
e 6 72
e 6 74
e 6 83
e 6 89
e 6 92
e 6 93
e 6 96
e 6 97
e 6 106
e 6 108
e 6 112
e 6 117
e 6 121
e 6 123
e 6 124
e 6 126
e 6 130
e 6 131
e 6 147
e 7 8
e 7 14
e 7 21
e 7 40
e 7 54
e 7 73
e 7 82
e 7 84
e 7 85
e 7 86
e 7 88
e 7 94
e 7 96
e 7 99
e 7 102
e 7 106
e 7 136
e 7 137
e 7 143
e 7 147
e 7 149
e 8 9
e 8 10
e 8 12
e 8 19
e 8 30
e 8 37
e 8 40
e 8 44
e 8 48
e 8 50
e 8 53
e 8 55
e 8 56
e 8 68
e 8 72
e 8 74
e 8 77
e 8 82
e 8 84
e 8 88
e 8 97
e 8 100
e 8 107
e 8 108
e 8 110
e 8 123
e 8 124
e 8 136
e 8 149
e 9 10
e 9 14
e 9 28
e 9 31
e 9 37
e 9 41
e 9 45
e 9 46
e 9 58
e 9 67
e 9 70
e 9 88
e 9 93
e 9 95
e 9 97
e 9 101
e 9 110
e 9 115
e 9 123
e 9 124
e 9 129
e 9 138
e 9 146
e 10 11
e 10 22
e 10 23
e 10 24
e 10 28
e 10 55
e 10 63
e 10 66
e 10 73
e 10 84
e 10 86
e 10 87
e 10 92
e 10 94
e 10 112
e 10 124
e 10 125
e 10 132
e 10 133
e 10 135
e 10 138
e 10 144
e 10 145
e 10 147
e 11 12
e 11 16
e 11 28
e 11 39
e 11 45
e 11 46
e 11 55
e 11 63
e 11 64
e 11 69
e 11 70
e 11 80
e 11 81
e 11 83
e 11 85
e 11 88
e 11 89
e 11 100
e 11 101
e 11 105
e 11 106
e 11 109
e 11 112
e 11 114
e 11 115
e 11 116
e 11 124
e 11 128
e 11 132
e 11 138
e 11 144
e 11 146
e 11 148
e 12 13
e 12 17
e 12 34
e 12 38
e 12 41
e 12 45
e 12 58
e 12 66
e 12 73
e 12 86
e 12 98
e 12 101
e 12 115
e 12 120
e 12 130
e 12 142
e 12 148
e 12 149
e 13 14
e 13 16
e 13 17
e 13 18
e 13 25
e 13 42
e 13 53
e 13 76
e 13 84
e 13 86
e 13 88
e 13 91
e 13 94
e 13 96
e 13 104
e 13 109
e 13 110
e 13 119
e 13 126
e 13 130
e 13 132
e 13 140
e 13 141
e 13 146
e 14 15
e 14 18
e 14 36
e 14 38
e 14 39
e 14 41
e 14 42
e 14 44
e 14 49
e 14 52
e 14 58
e 14 62
e 14 65
e 14 71
e 14 74
e 14 75
e 14 76
e 14 77
e 14 82
e 14 89
e 14 94
e 14 107
e 14 108
e 14 115
e 14 118
e 14 119
e 14 123
e 14 124
e 14 127
e 14 129
e 14 133
e 14 136
e 14 138
e 14 146
e 15 16
e 15 25
e 15 49
e 15 60
e 15 61
e 15 64
e 15 84
e 15 96
e 15 125
e 15 127
e 15 132
e 15 139
e 15 143
e 15 150
e 16 17
e 16 19
e 16 21
e 16 37
e 16 43
e 16 44
e 16 50
e 16 51
e 16 53
e 16 54
e 16 60
e 16 63
e 16 66
e 16 69
e 16 72
e 16 79
e 16 81
e 16 83
e 16 87
e 16 97
e 16 103
e 16 106
e 16 107
e 16 108
e 16 114
e 16 116
e 16 124
e 16 127
e 16 128
e 16 143
e 16 145
e 16 148
e 17 18
e 17 20
e 17 21
e 17 48
e 17 54
e 17 56
e 17 62
e 17 63
e 17 67
e 17 90
e 17 92
e 17 96
e 17 101
e 17 103
e 17 105
e 17 109
e 17 111
e 17 116
e 17 121
e 17 126
e 17 129
e 17 141
e 17 149
e 18 19
e 18 20
e 18 21
e 18 25
e 18 26
e 18 32
e 18 35
e 18 38
e 18 41
e 18 42
e 18 43
e 18 49
e 18 50
e 18 53
e 18 58
e 18 60
e 18 65
e 18 67
e 18 70
e 18 71
e 18 77
e 18 80
e 18 82
e 18 91
e 18 92
e 18 94
e 18 98
e 18 103
e 18 105
e 18 106
e 18 109
e 18 110
e 18 121
e 18 122
e 18 127
e 18 138
e 18 141
e 18 147
e 18 148
e 19 20
e 19 21
e 19 23
e 19 28
e 19 33
e 19 34
e 19 36
e 19 43
e 19 48
e 19 50
e 19 51
e 19 52
e 19 63
e 19 64
e 19 65
e 19 72
e 19 75
e 19 77
e 19 80
e 19 84
e 19 89
e 19 92
e 19 100
e 19 102
e 19 120
e 19 124
e 19 132
e 19 139
e 19 150
e 20 21
e 20 26
e 20 28
e 20 35
e 20 38
e 20 42
e 20 46
e 20 52
e 20 55
e 20 58
e 20 59
e 20 75
e 20 76
e 20 77
e 20 78
e 20 79
e 20 88
e 20 90
e 20 97
e 20 100
e 20 111
e 20 116
e 20 118
e 20 119
e 20 120
e 20 121
e 20 133
e 20 136
e 20 141
e 21 22
e 21 27
e 21 30
e 21 35
e 21 37
e 21 44
e 21 46
e 21 47
e 21 52
e 21 55
e 21 57
e 21 64
e 21 67
e 21 69
e 21 76
e 21 79
e 21 84
e 21 89
e 21 93
e 21 96
e 21 109
e 21 111
e 21 115
e 21 117
e 21 124
e 21 127
e 21 131
e 21 138
e 21 141
e 21 142
e 21 143
e 22 23
e 22 25
e 22 28
e 22 33
e 22 43
e 22 44
e 22 45
e 22 49
e 22 52
e 22 60
e 22 61
e 22 65
e 22 73
e 22 85
e 22 88
e 22 91
e 22 93
e 22 96
e 22 102
e 22 111
e 22 114
e 22 138
e 22 146
e 23 24
e 23 25
e 23 32
e 23 54
e 23 55
e 23 68
e 23 69
e 23 78
e 23 84
e 23 107
e 23 111
e 23 114
e 23 116
e 23 130
e 23 147
e 23 149
e 24 25
e 24 27
e 24 31
e 24 34
e 24 35
e 24 40
e 24 46
e 24 52
e 24 53
e 24 54
e 24 59
e 24 60
e 24 66
e 24 71
e 24 72
e 24 76
e 24 79
e 24 83
e 24 85
e 24 87
e 24 92
e 24 93
e 24 94
e 24 104
e 24 105
e 24 106
e 24 112
e 24 114
e 24 117
e 24 124
e 24 126
e 24 129
e 24 141
e 24 145
e 24 147
e 24 148
e 24 150
e 25 26
e 25 30
e 25 31
e 25 44
e 25 52
e 25 60
e 25 63
e 25 79
e 25 84
e 25 89
e 25 94
e 25 98
e 25 100
e 25 113
e 25 118
e 25 130
e 26 27
e 26 29
e 26 30
e 26 34
e 26 35
e 26 40
e 26 44
e 26 49
e 26 59
e 26 69
e 26 76
e 26 79
e 26 81
e 26 91
e 26 96
e 26 107
e 26 112
e 26 114
e 26 118
e 26 130
e 26 134
e 26 138
e 26 146
e 27 28
e 27 36
e 27 40
e 27 45
e 27 48
e 27 50
e 27 56
e 27 57
e 27 61
e 27 62
e 27 63
e 27 73
e 27 76
e 27 81
e 27 87
e 27 90
e 27 92
e 27 94
e 27 103
e 27 105
e 27 107
e 27 122
e 27 130
e 27 143
e 27 147
e 27 149
e 28 29
e 28 32
e 28 33
e 28 35
e 28 52
e 28 60
e 28 67
e 28 69
e 28 70
e 28 80
e 28 82
e 28 89
e 28 90
e 28 92
e 28 97
e 28 101
e 28 103
e 28 107
e 28 112
e 28 116
e 28 135
e 28 137
e 28 139
e 28 141
e 28 149
e 29 30
e 29 36
e 29 38
e 29 43
e 29 47
e 29 48
e 29 50
e 29 53
e 29 68
e 29 70
e 29 72
e 29 74
e 29 78
e 29 84
e 29 95
e 29 98
e 29 109
e 29 110
e 29 111
e 29 120
e 29 122
e 29 125
e 29 128
e 29 133
e 29 135
e 29 136
e 29 140
e 29 145
e 29 146
e 30 31
e 30 40
e 30 47
e 30 53
e 30 55
e 30 63
e 30 67
e 30 69
e 30 70
e 30 87
e 30 95
e 30 96
e 30 97
e 30 99
e 30 102
e 30 103
e 30 109
e 30 111
e 30 114
e 30 117
e 30 126
e 30 127
e 30 132
e 30 133
e 30 134
e 30 138
e 30 139
e 31 32
e 31 39
e 31 43
