c FILE: v50_d10.dat

p edge 50 123
e 1 2
e 1 10
e 1 14
e 1 34
e 1 43
e 2 3
e 2 12
e 3 4
e 3 14
e 3 30
e 3 35
e 3 42
e 3 43
e 4 5
e 4 7
e 4 9
e 4 32
e 4 46
e 5 6
e 5 38
e 6 7
e 6 11
e 6 17
e 6 30
e 7 8
e 7 25
e 7 27
e 7 35
e 7 38
e 8 9
e 8 22
e 8 40
e 9 10
e 9 11
e 9 17
e 9 18
e 9 42
e 9 47
e 9 49
e 10 11
e 10 17
e 10 32
e 10 37
e 11 12
e 12 13
e 12 21
e 12 23
e 12 28
e 12 45
e 13 14
e 13 43
e 14 15
e 14 36
e 15 16
e 15 27
e 16 17
e 16 48
e 17 18
e 17 37
e 17 46
e 17 47
e 17 49
e 18 19
e 18 49
e 19 20
e 19 21
e 19 24
e 19 46
e 20 21
e 21 22
e 21 42
e 22 23
e 22 28
e 22 40
e 22 50
e 23 24
e 23 28
e 24 25
e 24 34
e 24 46
e 25 26
e 25 34
e 26 27
e 26 36
e 26 41
e 27 28
e 27 37
e 27 43
e 27 44
e 28 29
e 29 30
e 30 31
e 30 38
e 31 32
e 31 44
e 32 33
e 32 45
e 32 48
e 33 34
e 33 39
e 33 46
e 34 35
e 34 45
e 35 36
e 36 37
e 36 45
e 37 38
e 37 46
e 37 48
e 38 39
e 39 40
e 40 41
e 40 45
e 41 42
e 41 43
e 42 43
e 43 44
e 44 45
e 45 46
e 46 47
e 47 48
e 48 49
e 49 50
