c FILE: v100_d30.dat

p edge 100 1485
e 1 2
e 1 7
e 1 24
e 1 43
e 1 58
e 1 68
e 1 73
e 1 78
e 1 79
e 1 81
e 1 87
e 1 88
e 1 92
e 1 93
e 1 97
e 1 98
e 2 3
e 2 5
e 2 12
e 2 17
e 2 18
e 2 19
e 2 25
e 2 26
e 2 27
e 2 32
e 2 35
e 2 39
e 2 43
e 2 46
e 2 47
e 2 48
e 2 52
e 2 63
e 2 64
e 2 66
e 2 74
e 2 76
e 2 79
e 2 90
e 2 94
e 2 95
e 2 97
e 2 98
e 3 4
e 3 5
e 3 8
e 3 13
e 3 15
e 3 18
e 3 32
e 3 33
e 3 34
e 3 38
e 3 48
e 3 54
e 3 56
e 3 60
e 3 61
e 3 68
e 3 71
e 3 81
e 3 82
e 3 83
e 3 86
e 3 87
e 3 89
e 3 91
e 3 92
e 3 93
e 4 5
e 4 9
e 4 11
e 4 12
e 4 13
e 4 15
e 4 16
e 4 17
e 4 20
e 4 22
e 4 23
e 4 24
e 4 28
e 4 30
e 4 31
e 4 37
e 4 38
e 4 42
e 4 47
e 4 52
e 4 55
e 4 58
e 4 62
e 4 63
e 4 66
e 4 68
e 4 70
e 4 72
e 4 79
e 4 80
e 4 83
e 4 90
e 4 91
e 4 94
e 4 95
e 4 99
e 5 6
e 5 7
e 5 9
e 5 10
e 5 11
e 5 13
e 5 25
e 5 26
e 5 28
e 5 29
e 5 31
e 5 32
e 5 34
e 5 37
e 5 42
e 5 44
e 5 45
e 5 49
e 5 63
e 5 69
e 5 73
e 5 75
e 5 77
e 5 84
e 5 93
e 5 94
e 5 95
e 6 7
e 6 9
e 6 10
e 6 12
e 6 15
e 6 20
e 6 22
e 6 26
e 6 27
e 6 29
e 6 31
e 6 32
e 6 33
e 6 42
e 6 46
e 6 47
e 6 50
e 6 52
e 6 63
e 6 66
e 6 74
e 6 79
e 6 81
e 6 83
e 6 84
e 6 91
e 6 94
e 6 95
e 6 96
e 6 97
e 6 99
e 7 8
e 7 12
e 7 15
e 7 16
e 7 18
e 7 21
