c FILE: v50_d30.dat

p edge 50 368
e 1 2
e 1 5
e 1 6
e 1 7
e 1 17
e 1 25
e 1 37
e 1 39
e 1 48
e 2 3
e 2 6
e 2 8
e 2 18
e 2 23
e 2 25
e 2 27
e 2 38
e 2 39
e 2 44
e 2 47
e 2 50
e 3 4
e 3 13
e 3 14
e 3 18
e 3 21
e 3 24
e 3 26
e 3 27
e 3 32
e 3 33
e 3 37
e 3 39
e 3 41
e 3 43
e 3 47
e 3 48
e 3 49
e 3 50
e 4 5
e 4 13
e 4 15
e 4 30
e 4 33
e 4 35
e 4 40
e 4 43
e 4 45
e 4 50
e 5 6
e 5 14
e 5 17
e 5 18
e 5 19
e 5 20
e 5 24
e 5 26
e 5 27
e 5 30
e 5 31
e 5 34
e 5 46
e 5 50
e 6 7
e 6 8
e 6 13
e 6 14
e 6 16
e 6 22
e 6 23
e 6 27
e 6 29
e 6 33
e 6 34
e 6 37
e 6 42
e 6 43
e 6 45
e 6 49
e 7 8
e 7 11
e 7 16
e 7 20
e 7 22
e 7 23
e 7 27
e 7 28
e 7 33
e 7 42
e 7 43
e 7 46
e 7 47
e 7 48
e 8 9
e 8 13
e 8 18
e 8 24
e 8 27
e 8 28
e 8 42
e 8 43
e 8 45
e 9 10
e 9 12
e 9 20
e 9 21
e 9 22
e 9 25
e 9 27
e 9 31
e 9 36
e 9 42
e 9 46
e 9 50
e 10 11
e 10 13
e 10 15
e 10 20
e 10 21
e 10 23
e 10 27
e 10 29
e 10 30
e 10 34
e 10 37
e 10 41
e 10 42
e 10 46
e 10 48
e 11 12
e 11 14
e 11 21
e 11 23
e 11 28
e 11 30
e 11 34
e 11 37
e 11 40
e 11 42
e 12 13
e 12 14
e 12 17
e 12 20
e 12 22
e 12 28
e 12 29
e 12 30
e 12 31
e 12 33
e 12 34
e 12 37
e 12 42
e 12 43
e 12 48
e 13 14
e 13 17
e 13 23
e 13 25
e 13 26
e 13 31
e 13 32
e 13 40
e 14 15
e 14 22
e 14 25
e 14 27
e 14 28
e 14 30
e 14 31
e 14 35
e 14 39
e 14 44
e 14 47
e 15 16
e 15 20
e 15 28
e 15 29
e 15 30
e 15 32
e 15 37
e 15 41
e 15 44
e 15 45
e 15 48
e 15 49
e 16 17
e 16 21
e 16 23
e 16 25
e 16 26
e 16 29
e 16 34
e 16 35
e 16 38
e 16 43
e 16 49
e 17 18
e 17 21
e 17 26
e 17 32
e 17 34
e 17 36
e 17 40
e 17 47
e 17 48
e 18 19
e 18 20
e 18 23
e 18 31
e 18 33
e 18 39
e 18 40
e 18 41
e 18 49
e 19 20
e 19 23
e 19 27
e 19 30
e 19 31
e 19 32
e 19 36
e 19 41
e 19 42
e 19 48
e 20 21
e 20 22
e 20 23
e 20 29
e 20 32
e 20 35
e 20 38
e 20 42
e 20 43
e 20 46
e 20 48
e 21 22
e 21 24
e 21 25
e 21 26
e 21 27
e 21 31
e 21 37
e 21 39
e 21 41
e 21 48
e 21 49
e 22 23
e 22 25
e 22 28
e 22 33
e 22 38
e 22 44
e 22 46
e 22 49
e 23 24
e 23 25
e 23 27
e 23 29
e 23 30
e 23 34
e 23 36
e 23 38
e 23 39
e 23 45
e 23 47
e 23 48
e 24 25
e 24 28
e 24 29
e 24 30
e 24 32
e 24 35
e 24 36
e 24 49
e 25 26
e 25 33
e 25 36
e 25 40
e 25 42
e 25 43
e 25 49
e 25 50
e 26 27
e 26 28
e 26 38
e 26 40
e 26 41
e 26 42
e 26 43
e 27 28
e 27 31
e 27 37
e 27 47
e 28 29
e 28 39
e 28 43
e 28 45
e 29 30
e 29 32
e 29 39
e 29 40
e 29 45
e 29 50
e 30 31
e 30 33
e 30 36
e 30 45
e 31 32
e 31 35
e 31 37
e 31 43
e 31 44
e 32 33
e 32 42
e 32 46
e 33 34
e 33 39
e 33 41
e 33 43
e 33 49
e 34 35
e 34 36
e 34 39
e 34 41
e 34 42
e 34 43
e 34 44
e 34 46
e 35 36
e 35 38
e 35 45
e 35 48
e 35 49
e 36 37
e 36 40
e 37 38
e 37 47
e 37 49
e 38 39
e 38 42
e 38 48
e 38 49
e 38 50
e 39 40
e 39 48
e 39 50
e 40 41
e 40 42
e 40 44
e 41 42
e 41 43
e 41 48
e 42 43
e 43 44
e 43 46
e 43 47
e 43 49
e 44 45
e 44 47
e 44 49
e 45 46
e 45 47
e 46 47
e 46 50
e 47 48
e 48 49
e 48 50
e 49 50
