c FILE: v70_d50.dat

p edge 70 1208
e 1 2
e 1 8
e 1 12
e 1 13
e 1 15
e 1 16
e 1 17
e 1 18
e 1 20
e 1 21
e 1 29
e 1 32
e 1 34
e 1 37
e 1 38
e 1 39
e 1 42
e 1 43
e 1 51
e 1 56
e 1 62
e 1 63
e 2 3
e 2 4
e 2 5
e 2 6
e 2 9
e 2 10
e 2 15
e 2 24
e 2 28
e 2 29
e 2 30
e 2 31
e 2 32
e 2 34
e 2 35
e 2 38
e 2 39
e 2 41
e 2 44
e 2 45
e 2 47
e 2 50
e 2 51
e 2 53
e 2 54
e 2 55
e 2 56
e 2 59
e 2 63
e 2 64
e 2 66
e 2 69
e 3 4
e 3 6
e 3 9
e 3 10
e 3 11
e 3 12
e 3 15
e 3 17
e 3 21
e 3 25
e 3 27
e 3 30
e 3 31
e 3 32
e 3 33
e 3 34
e 3 35
e 3 36
e 3 38
e 3 41
e 3 42
e 3 45
e 3 46
e 3 47
e 3 48
e 3 49
e 3 51
e 3 53
e 3 58
e 3 59
e 3 61
e 3 62
e 3 63
e 3 64
e 3 65
e 3 66
e 3 67
e 4 5
e 4 7
e 4 8
e 4 9
e 4 10
e 4 11
e 4 12
e 4 16
e 4 17
e 4 18
e 4 20
e 4 21
e 4 24
e 4 25
e 4 27
e 4 28
e 4 35
e 4 37
e 4 41
e 4 47
e 4 48
e 4 51
e 4 52
e 4 54
e 4 55
e 4 57
e 4 58
e 4 60
e 4 62
e 4 64
e 4 69
e 4 70
e 5 6
e 5 8
e 5 11
e 5 15
e 5 16
e 5 21
e 5 22
e 5 24
e 5 26
e 5 28
e 5 30
e 5 33
e 5 34
e 5 35
e 5 36
e 5 44
e 5 45
e 5 47
e 5 48
e 5 49
e 5 55
e 5 61
e 5 62
e 5 64
e 5 67
e 5 69
e 6 7
e 6 9
e 6 11
e 6 12
e 6 13
e 6 14
e 6 15
e 6 17
e 6 18
e 6 19
e 6 20
e 6 24
e 6 27
e 6 28
e 6 30
e 6 32
e 6 38
e 6 42
e 6 44
e 6 45
e 6 49
e 6 53
e 6 54
e 6 56
e 6 66
e 6 67
e 6 68
e 6 70
e 7 8
e 7 11
e 7 12
e 7 13
e 7 14
e 7 15
e 7 21
e 7 22
e 7 27
e 7 31
e 7 33
e 7 35
e 7 36
e 7 38
e 7 40
e 7 42
e 7 43
e 7 47
e 7 53
e 7 55
e 7 58
e 7 60
e 7 61
e 7 62
e 7 63
e 7 64
e 7 67
e 7 68
e 8 9
e 8 11
e 8 12
e 8 14
e 8 15
e 8 16
e 8 17
e 8 20
e 8 24
e 8 26
e 8 28
e 8 29
e 8 32
e 8 33
e 8 34
e 8 40
e 8 41
e 8 43
e 8 44
e 8 45
e 8 50
e 8 51
e 8 52
e 8 53
e 8 54
e 8 55
e 8 56
e 8 57
e 8 58
e 8 62
e 8 63
e 8 65
e 8 66
e 9 10
e 9 13
e 9 14
e 9 17
e 9 20
e 9 21
e 9 22
e 9 23
e 9 24
e 9 28
e 9 30
e 9 31
e 9 32
e 9 35
e 9 36
e 9 39
e 9 40
e 9 41
e 9 42
e 9 43
e 9 45
e 9 46
e 9 48
e 9 49
e 9 56
e 9 58
e 9 60
e 9 61
e 9 63
e 9 67
e 9 68
e 10 11
e 10 12
e 10 14
e 10 17
e 10 18
e 10 20
e 10 21
e 10 23
e 10 24
e 10 29
e 10 32
e 10 36
e 10 37
e 10 42
e 10 44
e 10 49
e 10 51
e 10 52
e 10 53
e 10 55
e 10 57
e 10 58
e 10 59
e 10 60
e 10 61
e 10 63
e 10 69
e 10 70
e 11 12
e 11 13
e 11 16
e 11 17
e 11 18
e 11 21
e 11 26
e 11 28
e 11 30
e 11 34
e 11 35
e 11 38
e 11 40
e 11 42
e 11 43
e 11 44
e 11 46
e 11 50
e 11 51
e 11 52
e 11 53
e 11 54
e 11 55
e 11 56
e 11 59
e 11 60
e 11 61
e 11 62
e 11 63
e 11 66
e 11 68
e 11 69
e 12 13
e 12 18
e 12 23
e 12 27
e 12 28
e 12 30
e 12 33
e 12 36
e 12 41
e 12 43
e 12 44
e 12 45
e 12 51
e 12 56
e 12 57
e 12 58
e 12 59
e 12 60
e 12 64
e 12 65
e 12 68
e 12 69
e 13 14
e 13 15
e 13 16
e 13 20
e 13 23
e 13 26
e 13 28
e 13 29
e 13 30
e 13 31
e 13 32
e 13 36
e 13 37
e 13 39
e 13 40
e 13 43
e 13 44
e 13 48
e 13 49
e 13 50
e 13 51
e 13 52
e 13 53
e 13 56
e 13 59
e 13 62
e 13 67
e 14 15
e 14 16
e 14 17
e 14 19
e 14 20
e 14 21
e 14 23
e 14 27
e 14 28
e 14 29
e 14 30
e 14 32
e 14 33
e 14 34
e 14 36
e 14 37
e 14 39
e 14 42
e 14 43
e 14 44
e 14 45
e 14 48
e 14 49
e 14 50
e 14 55
e 14 56
e 14 58
e 14 60
e 14 62
e 14 63
e 14 65
e 14 68
e 14 69
e 15 16
e 15 17
e 15 18
e 15 21
e 15 22
e 15 24
e 15 26
e 15 29
e 15 30
e 15 34
e 15 37
e 15 41
e 15 44
e 15 45
e 15 46
e 15 47
e 15 53
e 15 57
e 15 61
e 15 64
e 15 66
e 15 67
e 15 68
e 15 69
e 16 17
e 16 19
e 16 20
e 16 22
e 16 25
e 16 27
e 16 30
e 16 31
e 16 33
e 16 35
e 16 37
e 16 38
e 16 44
e 16 45
e 16 48
e 16 49
e 16 50
e 16 51
e 16 55
e 16 59
e 16 62
e 16 63
e 16 64
e 16 69
e 17 18
e 17 19
e 17 20
e 17 21
e 17 24
e 17 28
e 17 29
e 17 30
e 17 31
e 17 33
e 17 35
e 17 36
e 17 38
e 17 39
e 17 42
e 17 46
e 17 47
e 17 48
e 17 49
e 17 54
e 17 55
e 17 57
e 17 58
e 17 59
e 17 63
e 17 64
e 17 66
e 17 67
e 17 68
e 18 19
e 18 20
e 18 21
e 18 22
e 18 23
e 18 24
e 18 26
e 18 27
e 18 28
e 18 29
e 18 30
e 18 32
e 18 33
e 18 35
e 18 38
e 18 40
e 18 41
e 18 42
e 18 44
e 18 45
e 18 46
e 18 50
e 18 52
e 18 53
e 18 57
e 18 58
e 18 60
e 18 61
e 18 66
e 18 68
e 19 20
e 19 22
e 19 23
e 19 25
e 19 27
e 19 28
e 19 30
e 19 31
e 19 32
e 19 33
e 19 37
e 19 38
e 19 39
e 19 40
e 19 45
e 19 49
e 19 50
e 19 52
e 19 53
e 19 56
e 19 58
e 19 60
e 19 62
e 19 63
e 19 64
e 19 65
e 19 67
e 20 21
e 20 29
e 20 30
e 20 32
e 20 34
e 20 35
e 20 36
e 20 37
e 20 38
e 20 39
e 20 41
e 20 42
e 20 43
e 20 44
e 20 45
e 20 48
e 20 51
e 20 52
e 20 53
e 20 54
e 20 56
e 20 59
e 20 61
e 20 62
e 20 63
e 20 65
e 20 66
e 21 22
e 21 23
e 21 24
e 21 26
e 21 27
e 21 28
e 21 29
e 21 30
e 21 33
e 21 34
e 21 35
e 21 37
e 21 38
e 21 39
e 21 40
e 21 41
e 21 42
e 21 43
e 21 44
e 21 46
e 21 47
e 21 49
e 21 50
e 21 54
e 21 55
e 21 56
e 21 57
e 21 59
e 21 60
e 21 61
e 21 63
e 21 64
e 21 65
e 21 67
e 21 68
e 22 23
e 22 24
e 22 25
e 22 26
e 22 27
e 22 28
e 22 31
e 22 33
e 22 34
e 22 35
e 22 37
e 22 38
e 22 39
e 22 41
e 22 43
e 22 44
e 22 48
e 22 53
e 22 54
e 22 61
e 22 62
e 22 63
e 22 64
e 22 68
e 22 70
e 23 24
e 23 26
e 23 29
e 23 30
e 23 32
e 23 36
e 23 38
e 23 44
e 23 45
e 23 46
e 23 49
e 23 50
e 23 52
e 23 54
e 23 56
e 23 60
e 23 62
e 23 63
e 23 64
