c FILE: v150_d10.dat

p edge 150 1118
e 1 2
e 1 49
e 1 67
e 1 77
e 1 117
e 2 3
e 2 9
e 2 17
e 2 21
e 2 24
e 2 25
e 2 27
e 2 28
e 2 37
e 2 39
e 2 42
e 2 67
e 2 79
e 2 85
e 2 113
e 2 124
e 2 141
e 2 145
e 3 4
e 3 19
e 3 21
e 3 60
e 3 69
e 3 81
e 3 82
e 3 98
e 3 103
e 3 116
e 3 122
e 3 126
e 3 130
e 3 141
e 4 5
e 4 21
e 4 24
e 4 37
e 4 46
e 4 50
e 4 57
e 4 80
e 4 130
e 4 148
e 5 6
e 5 11
e 5 28
e 5 37
e 5 47
e 5 77
e 5 103
e 5 147
e 5 150
e 6 7
e 6 14
e 6 24
e 6 26
e 6 27
e 6 28
e 6 48
e 6 50
e 6 68
e 6 72
e 6 85
e 6 86
e 6 125
e 6 134
e 6 140
e 6 141
e 7 8
e 7 68
e 7 90
e 7 92
e 7 99
e 7 111
e 7 130
e 7 142
e 8 9
e 8 10
e 8 16
e 8 58
e 8 76
e 8 95
e 8 112
e 8 116
e 8 145
e 9 10
e 9 23
e 9 32
e 9 35
e 9 38
e 9 39
e 9 46
e 9 67
e 9 68
e 9 75
e 9 82
e 9 93
e 9 100
e 9 111
e 9 112
e 9 118
e 10 11
e 10 14
e 10 30
e 10 41
e 10 49
e 10 107
e 10 113
e 10 128
e 10 135
e 10 143
e 11 12
e 11 16
e 11 33
e 11 37
e 11 48
e 11 65
e 11 66
e 11 89
e 11 96
e 11 97
e 11 104
e 11 105
e 11 107
e 11 128
e 11 129
e 11 131
e 11 138
e 11 141
e 11 146
e 11 150
e 12 13
e 12 21
e 12 54
e 12 59
e 12 77
e 12 99
e 12 112
e 12 113
e 12 116
e 12 147
e 13 14
e 13 33
e 13 58
e 13 62
e 13 71
e 13 76
e 13 81
e 13 87
e 13 88
e 13 107
e 13 119
e 13 125
e 13 128
e 13 129
e 13 138
e 13 145
e 14 15
e 14 19
e 14 28
e 14 30
e 14 36
e 14 39
e 14 43
e 14 45
e 14 71
e 14 72
e 14 100
e 14 112
e 14 116
e 14 127
e 14 128
e 14 132
e 14 144
e 15 16
e 15 30
e 15 35
e 15 56
e 15 62
