c FILE: v200_d50.dat

p edge 200 9950
e 1 2
e 1 3
e 1 5
e 1 6
e 1 12
e 1 15
e 1 17
e 1 21
e 1 28
e 1 34
e 1 43
e 1 44
e 1 52
e 1 60
e 1 64
e 1 65
e 1 67
e 1 69
e 1 70
e 1 76
e 1 82
e 1 85
e 1 87
e 1 89
e 1 90
e 1 103
e 1 106
e 1 108
e 1 112
e 1 114
e 1 115
e 1 119
e 1 121
e 1 123
e 1 124
e 1 125
e 1 131
e 1 133
e 1 137
e 1 140
e 1 142
e 1 143
e 1 145
e 1 147
e 1 148
e 1 149
e 1 151
e 1 157
e 1 158
e 1 160
e 1 163
e 1 165
e 1 168
e 1 169
e 1 170
e 1 173
e 1 182
e 1 184
e 1 185
e 1 187
e 1 189
e 1 195
e 2 3
e 2 4
e 2 5
e 2 6
e 2 10
e 2 11
e 2 12
e 2 13
e 2 14
e 2 17
e 2 22
e 2 25
e 2 27
e 2 30
e 2 31
e 2 32
e 2 34
e 2 38
e 2 41
e 2 43
e 2 45
e 2 46
e 2 47
e 2 48
e 2 49
e 2 50
e 2 51
e 2 53
e 2 54
e 2 56
e 2 57
e 2 59
e 2 61
e 2 62
e 2 63
e 2 67
e 2 68
e 2 69
e 2 70
e 2 76
e 2 77
e 2 78
e 2 80
e 2 81
e 2 83
e 2 84
e 2 85
e 2 86
e 2 88
e 2 90
e 2 91
e 2 93
e 2 95
e 2 96
e 2 97
e 2 98
e 2 100
e 2 107
e 2 112
e 2 114
e 2 115
e 2 116
e 2 117
e 2 119
e 2 120
e 2 124
e 2 126
e 2 127
e 2 129
e 2 130
e 2 131
e 2 133
e 2 134
e 2 135
e 2 138
e 2 141
e 2 142
e 2 143
e 2 145
e 2 146
e 2 147
e 2 148
e 2 149
e 2 151
e 2 155
e 2 156
e 2 158
e 2 159
e 2 160
e 2 161
e 2 162
e 2 163
e 2 165
e 2 166
e 2 170
e 2 171
e 2 176
e 2 178
e 2 182
e 2 184
e 2 185
e 2 187
e 2 193
e 2 196
e 2 198
e 3 4
e 3 6
e 3 8
e 3 9
e 3 10
e 3 13
e 3 15
e 3 16
e 3 17
e 3 18
e 3 19
e 3 20
e 3 26
e 3 27
e 3 29
e 3 31
e 3 32
e 3 34
e 3 36
e 3 37
e 3 40
e 3 41
e 3 43
e 3 45
e 3 47
e 3 49
e 3 53
e 3 54
e 3 55
e 3 56
e 3 58
e 3 61
e 3 62
e 3 64
e 3 65
e 3 70
e 3 72
e 3 73
e 3 76
e 3 78
e 3 82
e 3 83
e 3 86
e 3 87
e 3 88
e 3 89
e 3 90
e 3 91
e 3 93
e 3 94
e 3 97
e 3 98
e 3 100
e 3 103
e 3 104
e 3 105
e 3 106
e 3 108
e 3 110
e 3 111
e 3 112
e 3 116
e 3 118
e 3 119
e 3 122
e 3 124
e 3 125
e 3 126
e 3 127
e 3 129
e 3 130
e 3 131
e 3 133
e 3 138
e 3 139
e 3 140
e 3 141
e 3 144
e 3 146
e 3 148
e 3 153
e 3 154
e 3 156
e 3 157
e 3 165
e 3 166
e 3 167
e 3 170
e 3 171
e 3 173
e 3 176
e 3 177
e 3 180
e 3 184
e 3 185
e 3 191
e 3 192
e 3 197
e 3 199
e 4 5
e 4 6
e 4 7
e 4 8
e 4 10
e 4 11
e 4 13
e 4 18
e 4 20
e 4 22
e 4 23
e 4 27
e 4 28
e 4 31
e 4 35
e 4 40
e 4 41
e 4 44
e 4 46
e 4 47
e 4 48
e 4 50
e 4 51
e 4 55
e 4 57
e 4 58
e 4 59
e 4 62
e 4 64
e 4 65
e 4 66
e 4 67
e 4 68
e 4 69
e 4 73
e 4 74
e 4 77
e 4 78
e 4 79
e 4 80
e 4 81
e 4 82
e 4 85
e 4 87
e 4 89
e 4 90
e 4 91
e 4 94
e 4 95
e 4 96
e 4 97
e 4 102
e 4 106
e 4 108
e 4 111
e 4 112
e 4 113
e 4 115
e 4 116
e 4 117
e 4 118
e 4 119
e 4 121
e 4 123
e 4 125
e 4 126
e 4 127
e 4 128
e 4 131
e 4 132
e 4 136
e 4 138
e 4 139
e 4 142
e 4 143
e 4 144
e 4 145
e 4 151
e 4 154
e 4 155
e 4 156
e 4 159
e 4 160
e 4 164
e 4 166
e 4 169
e 4 170
e 4 171
e 4 175
e 4 177
e 4 180
e 4 182
e 4 183
e 4 184
e 4 186
e 4 188
e 4 193
e 4 194
e 4 199
e 5 6
e 5 7
e 5 8
e 5 12
e 5 13
e 5 17
e 5 18
e 5 19
e 5 20
e 5 21
e 5 22
e 5 23
e 5 24
e 5 25
e 5 26
e 5 27
e 5 28
e 5 32
e 5 33
e 5 34
e 5 37
e 5 38
e 5 42
e 5 43
e 5 44
e 5 45
e 5 46
e 5 48
e 5 50
e 5 51
e 5 53
e 5 55
e 5 57
e 5 60
e 5 63
e 5 64
e 5 67
e 5 68
e 5 69
e 5 71
e 5 73
e 5 74
e 5 76
e 5 82
e 5 83
e 5 86
e 5 89
e 5 90
e 5 92
e 5 94
e 5 95
e 5 104
e 5 105
e 5 108
e 5 109
e 5 110
e 5 116
e 5 119
e 5 122
e 5 123
e 5 125
e 5 126
e 5 129
e 5 130
e 5 133
e 5 134
e 5 135
e 5 136
e 5 138
e 5 140
e 5 141
e 5 142
e 5 144
e 5 146
e 5 148
e 5 149
e 5 151
e 5 156
e 5 158
e 5 163
e 5 164
e 5 167
e 5 168
e 5 169
e 5 173
e 5 182
e 5 185
e 5 186
e 5 189
e 5 190
e 5 193
e 5 195
e 5 196
e 6 7
e 6 8
e 6 9
e 6 10
e 6 11
e 6 12
e 6 16
e 6 17
e 6 18
e 6 19
e 6 20
e 6 22
e 6 24
e 6 25
e 6 28
e 6 30
e 6 32
e 6 33
e 6 37
e 6 38
e 6 39
e 6 40
e 6 44
e 6 45
e 6 47
e 6 51
e 6 52
e 6 54
e 6 55
e 6 58
e 6 62
e 6 64
e 6 69
e 6 72
e 6 76
e 6 77
e 6 78
e 6 79
e 6 80
e 6 85
e 6 86
e 6 92
e 6 93
e 6 95
e 6 97
e 6 100
e 6 101
e 6 106
e 6 107
e 6 108
e 6 114
e 6 116
e 6 119
e 6 121
e 6 126
e 6 127
e 6 128
e 6 129
e 6 130
e 6 132
e 6 133
e 6 137
e 6 138
e 6 139
e 6 143
e 6 145
e 6 146
e 6 147
e 6 149
e 6 150
e 6 153
e 6 157
e 6 158
e 6 159
e 6 161
e 6 162
e 6 163
e 6 164
e 6 165
e 6 167
e 6 172
e 6 173
e 6 176
e 6 178
e 6 182
e 6 183
e 6 184
e 6 186
e 6 189
e 6 190
e 6 191
e 6 195
e 6 196
e 6 199
e 7 8
e 7 9
e 7 10
e 7 12
e 7 17
e 7 19
e 7 20
e 7 21
e 7 22
e 7 25
e 7 26
e 7 29
e 7 30
e 7 31
e 7 34
e 7 36
e 7 38
e 7 39
e 7 41
e 7 45
e 7 47
e 7 48
e 7 49
e 7 50
e 7 52
e 7 54
