c FILE: v120_d20.dat

p edge 120 1428
e 1 2
e 1 19
e 1 24
e 1 36
e 1 46
e 1 54
e 1 65
e 1 68
e 1 69
e 1 114
e 2 3
e 2 24
e 2 26
e 2 28
e 2 31
e 2 38
e 2 39
e 2 40
e 2 48
e 2 50
e 2 52
e 2 60
e 2 62
e 2 70
e 2 86
e 2 108
e 2 118
e 3 4
e 3 5
e 3 8
e 3 15
e 3 19
e 3 20
e 3 28
e 3 29
e 3 44
e 3 48
e 3 55
e 3 77
e 3 83
e 3 97
e 3 99
e 3 108
e 3 115
e 4 5
e 4 8
e 4 9
e 4 10
e 4 13
e 4 14
e 4 19
e 4 20
e 4 26
e 4 31
e 4 37
e 4 42
e 4 52
e 4 61
e 4 67
e 4 68
e 4 69
e 4 78
e 4 92
e 4 97
e 4 103
e 4 106
e 4 107
e 4 109
e 4 117
e 5 6
e 5 20
e 5 21
e 5 26
e 5 33
e 5 36
e 5 45
e 5 52
e 5 54
e 5 62
e 5 79
e 5 80
e 5 85
e 5 87
e 5 88
e 5 90
e 5 101
e 5 103
e 5 105
e 5 109
e 5 113
e 6 7
e 6 15
e 6 17
e 6 22
e 6 27
e 6 29
e 6 31
e 6 36
e 6 40
e 6 53
e 6 56
e 6 61
e 6 65
e 6 67
e 6 73
e 6 82
e 6 86
e 6 88
e 6 99
e 6 104
e 6 109
e 6 115
e 6 118
e 6 119
e 7 8
e 7 16
e 7 28
e 7 30
e 7 36
e 7 40
e 7 42
e 7 46
e 7 50
e 7 64
e 7 72
e 7 81
e 7 88
e 7 89
e 7 92
e 8 9
e 8 12
e 8 16
e 8 21
e 8 25
e 8 33
e 8 39
e 8 42
e 8 43
e 8 52
e 8 61
e 8 68
e 8 69
e 8 81
e 8 86
e 8 87
e 8 90
e 8 97
e 8 99
e 8 106
e 8 115
e 8 117
e 8 118
e 9 10
e 9 11
e 9 15
e 9 20
e 9 24
e 9 25
e 9 37
e 9 43
e 9 48
e 9 52
e 9 53
e 9 61
e 9 64
e 9 66
e 9 67
e 9 71
e 9 72
e 9 73
e 9 78
e 9 82
e 9 86
e 9 94
e 9 97
e 9 100
e 9 105
e 9 106
e 9 111
e 10 11
e 10 18
e 10 24
e 10 32
e 10 35
e 10 36
e 10 40
e 10 47
e 10 50
e 10 53
e 10 59
e 10 61
e 10 68
e 10 78
e 10 88
e 10 91
e 10 99
e 10 101
e 10 103
e 10 119
e 11 12
e 11 21
e 11 25
e 11 27
e 11 32
e 11 35
e 11 37
e 11 40
e 11 50
e 11 56
e 11 62
e 11 65
e 11 71
e 11 80
e 11 85
e 11 100
e 11 102
e 11 112
e 11 115
e 12 13
e 12 27
e 12 37
e 12 46
e 12 51
e 12 52
e 12 55
e 12 56
e 12 63
e 12 66
e 12 72
e 12 76
e 12 83
e 12 85
e 12 90
e 12 92
e 12 106
e 12 107
e 12 110
e 12 111
e 13 14
e 13 38
e 13 47
e 13 55
e 13 77
e 13 82
e 13 83
e 13 84
e 13 86
e 13 91
e 13 92
e 13 93
e 13 95
e 13 105
e 13 107
e 13 110
e 13 111
e 13 115
e 13 119
e 14 15
e 14 20
e 14 22
e 14 37
e 14 41
e 14 47
e 14 52
e 14 59
e 14 70
e 14 72
e 14 80
e 14 86
e 14 107
e 14 108
e 15 16
e 15 30
e 15 31
e 15 49
e 15 51
e 15 54
e 15 56
e 15 65
e 15 69
e 15 71
e 15 72
e 15 74
e 15 78
e 15 83
e 15 84
e 15 85
e 15 88
e 15 90
e 15 92
e 15 93
e 15 95
e 15 96
e 15 97
e 15 100
e 15 102
e 15 105
e 15 108
e 15 112
e 15 113
e 15 114
e 15 115
e 16 17
e 16 18
e 16 23
e 16 33
e 16 36
e 16 37
e 16 45
e 16 52
e 16 56
e 16 68
e 16 70
e 16 71
e 16 77
e 16 82
e 16 85
e 16 90
e 16 92
e 16 95
e 16 102
e 16 111
e 16 114
e 17 18
e 17 22
e 17 27
e 17 28
e 17 32
e 17 40
e 17 44
e 17 69
e 17 73
e 17 74
e 17 83
e 17 86
e 17 101
e 17 103
e 17 104
e 17 109
e 17 111
e 17 114
e 18 19
e 18 25
e 18 31
e 18 33
e 18 43
e 18 55
e 18 66
e 18 72
e 18 73
e 18 87
e 18 100
e 18 106
e 18 109
e 18 113
e 18 115
e 19 20
e 19 23
e 19 26
e 19 30
e 19 32
e 19 49
e 19 51
e 19 52
e 19 60
e 19 82
e 19 86
e 19 91
e 19 92
e 19 98
e 19 102
e 19 104
e 19 106
e 19 119
e 20 21
e 20 23
e 20 33
e 20 35
e 20 39
e 20 54
e 20 55
e 20 58
e 20 59
e 20 61
e 20 69
e 20 72
e 20 75
e 20 76
e 20 83
e 20 85
e 20 86
e 20 102
e 20 103
e 20 106
e 20 111
e 20 112
e 20 113
e 20 117
e 21 22
e 21 23
e 21 25
e 21 29
e 21 31
e 21 39
e 21 40
e 21 49
e 21 52
e 21 63
e 21 74
e 21 85
e 21 87
e 21 102
e 21 106
e 21 109
e 21 117
e 21 120
e 22 23
e 22 24
e 22 27
e 22 31
e 22 37
e 22 44
e 22 46
e 22 52
e 22 56
e 22 57
e 22 62
e 22 63
e 22 65
e 22 68
e 22 71
e 22 74
e 22 75
e 22 77
e 22 80
e 22 81
e 22 82
e 22 83
e 22 94
e 22 107
e 22 109
e 22 110
e 22 112
e 22 113
e 22 119
e 23 24
e 23 26
e 23 27
e 23 34
e 23 36
e 23 40
e 23 41
e 23 55
e 23 62
e 23 67
e 23 89
e 23 90
e 23 94
e 23 101
e 23 109
e 23 110
e 23 113
e 24 25
e 24 40
e 24 42
e 24 43
e 24 44
e 24 46
e 24 48
e 24 57
e 24 59
e 24 65
e 24 83
e 24 89
e 24 93
e 24 104
e 24 110
e 24 116
e 24 118
e 25 26
e 25 43
e 25 44
e 25 47
e 25 51
e 25 52
e 25 56
e 25 60
e 25 63
e 25 68
e 25 69
e 25 80
e 25 92
e 25 95
e 25 98
e 25 102
e 25 104
e 25 106
e 25 108
e 25 110
e 25 111
e 25 113
e 25 116
e 25 118
e 25 119
e 26 27
e 26 28
e 26 34
e 26 35
e 26 37
e 26 40
e 26 41
e 26 45
e 26 50
e 26 53
e 26 64
e 26 67
e 26 75
e 26 89
e 26 91
e 26 98
e 26 100
e 26 102
e 26 108
e 26 111
e 26 114
e 26 120
e 27 28
e 27 32
e 27 42
e 27 55
e 27 66
e 27 83
e 27 90
e 27 101
e 27 107
e 27 114
e 27 117
e 28 29
e 28 30
e 28 31
e 28 32
e 28 34
e 28 51
e 28 58
e 28 75
e 28 76
e 28 98
e 28 103
e 28 109
e 28 116
e 28 117
e 28 118
e 28 119
e 29 30
e 29 37
e 29 44
e 29 54
e 29 57
e 29 58
e 29 63
e 29 64
e 29 66
e 29 74
e 29 79
e 29 86
e 29 88
e 29 89
e 29 94
e 29 96
e 29 110
e 30 31
e 30 38
e 30 47
e 30 48
e 30 53
e 30 63
e 30 73
e 30 80
e 30 102
e 30 103
e 30 110
e 30 113
e 31 32
e 31 40
e 31 42
e 31 45
e 31 55
e 31 56
e 31 62
e 31 72
e 31 75
e 31 78
e 31 79
e 31 80
e 31 82
e 31 86
e 31 89
e 31 91
e 31 93
e 31 102
e 31 112
e 31 115
e 32 33
e 32 40
e 32 44
e 32 60
e 32 62
e 32 67
e 32 69
e 32 75
e 32 77
e 32 88
e 32 90
e 32 94
e 32 96
e 32 117
e 33 34
e 33 39
e 33 48
e 33 50
e 33 52
e 33 54
e 33 63
e 33 65
e 33 68
e 33 74
e 33 82
e 33 87
e 33 89
e 33 94
e 33 99
e 33 103
e 33 107
