c FILE: v120_d10.dat

p edge 120 714
e 1 2
e 1 67
e 1 77
e 1 116
e 2 3
e 2 15
e 2 27
e 2 62
e 2 64
e 2 68
e 2 72
e 2 80
e 2 97
e 2 105
e 2 115
e 3 4
e 3 10
e 3 30
e 3 54
e 3 59
e 3 69
e 3 99
e 3 108
e 4 5
e 4 6
e 4 12
e 4 18
e 4 20
e 4 29
e 4 34
e 4 40
e 4 44
e 4 66
e 4 76
e 4 77
e 4 78
e 4 90
e 4 104
e 4 106
e 4 118
e 5 6
e 5 8
e 5 9
e 5 14
e 5 21
e 5 38
e 5 40
e 5 42
e 5 59
e 5 61
e 5 67
e 5 69
e 5 113
e 6 7
e 6 16
e 6 17
e 6 18
e 6 20
e 6 24
e 6 36
e 6 38
e 6 50
e 6 52
e 6 64
e 6 66
e 6 77
e 6 89
e 6 96
e 6 104
e 6 120
e 7 8
e 7 10
e 7 13
e 7 15
e 7 19
e 7 46
e 7 56
e 7 72
e 7 76
e 7 81
e 7 87
e 7 101
e 7 114
e 8 9
e 8 15
e 8 24
e 8 28
e 8 33
e 8 42
e 8 46
e 8 52
e 8 63
e 8 66
e 8 80
e 8 99
e 8 101
e 9 10
e 9 32
e 9 47
e 9 52
e 9 60
e 9 64
e 9 65
e 9 66
e 9 118
e 10 11
e 10 12
e 10 23
e 10 31
e 10 37
e 10 39
e 10 63
e 10 64
e 10 79
e 10 95
e 10 108
e 11 12
e 11 24
e 11 25
e 11 31
e 11 35
e 11 38
e 11 43
e 11 79
e 11 82
e 11 91
e 11 102
e 12 13
e 12 29
e 12 32
e 12 49
e 12 54
e 12 59
e 12 62
e 12 74
e 12 84
e 12 100
e 12 107
e 12 108
e 13 14
e 13 49
e 13 54
e 13 67
e 13 70
e 13 78
e 13 79
e 13 80
e 13 82
e 13 90
e 13 103
e 13 116
e 14 15
e 14 26
e 14 27
e 14 35
e 14 37
e 14 65
e 14 71
e 14 77
e 14 87
e 14 113
e 14 114
e 15 16
e 15 25
e 15 29
e 15 36
e 15 39
